Time, h;T brain, °C;T core, °C;T blood, °C;T skin, °C;T body, °C;T muscles, °C;T fat, °C;HR, beats/min;CO, l/h;SV, mL/stroke;Metabolism, kcal/h;Met. skin, kcal/h;Heat flow skin, kcal/h;Sk conduct, kcal/h;Radiation, kcal/h;Air conv, kcal/h;Water conv, kcal/h;Resp los, kcal/h;Balance, kcal/h;Req evap, kcal/h;Poss evap, kcal/h;Real evap, kcal/h;Dripping, g/h;Evap sw rate, g/h;WL, g;Wettedness;Sweat eff;BF skin, l/h;BF muscles, l/h;Shivering, kcal/h;Activity MET, kcal/h;
0;36,844;36,942;36,798;34,332;36,159;36,13;35,726;74,975;318,32;70,902;70,979;2,2;15,476;29,531;27,572;27,572;0;9;0;9,48;8,49;9,48;0;16,344;16,344;0;1;10,9;26;0;70,98;
0,001;36,844;36,942;36,713;34,174;36,515;36,19;35,726;83,166;490,051;98,226;156,176;2,2;16,012;49,72;88,286;441,43;0;9;-392,021;9,48;1703,038;9,48;0;16,344;16,361;0,03;1;10,9;197,731;0;156,176;
0,002;36,843;36,941;36,657;34,024;36,501;36,197;35,725;82,052;488,343;99,212;159,154;2,2;22,434;54,924;87,223;436,118;0;9;-382,668;9,48;1703,038;9,48;0;16,344;16,377;0,03;1;8,696;198,227;2,978;156,176;
0,003;36,841;36,94;36,627;33,876;36,486;36,204;35,724;81,452;487,291;99,728;162,042;2,2;19,425;59,978;86,183;430,919;0;9;-373,542;9,48;1675,984;9,48;0;16,344;16,393;0,03;1;7,163;198,707;5,866;156,176;
0,004;36,839;36,938;36,613;33,732;36,472;36,211;35,723;81,169;486,071;99,826;164,897;2,2;15,702;64,895;85,164;425,823;0;9;-364,572;9,48;1650,406;9,48;0;16,344;16,41;0,03;1;5,468;199,183;8,721;156,176;
0,005;36,836;36,936;36,608;33,589;36,458;36,218;35,722;81,083;484,773;99,665;167,707;2,2;11,389;69,691;84,164;420,821;0;9;-355,759;9,48;1625,608;9,48;0;16,344;16,426;0,03;1;3,702;199,65;11,531;156,176;
0,006;36,833;36,934;36,609;33,45;36,443;36,224;35,72;81,092;484,046;99,504;170,466;2,2;8,399;74,357;83,184;415,923;0;9;-347,123;9,48;1601,525;9,48;0;16,344;16,442;0,03;1;2,516;200,11;14,29;156,176;
0,007;36,83;36,932;36,609;33,314;36,43;36,231;35,718;81,099;484,494;99,588;173,16;2,2;8,877;78,865;82,232;411,163;0;9;-338,716;9,48;1578,096;9,48;0;16,344;16,459;0,03;1;2,516;200,558;16,984;156,176;
0,008;36,826;36,929;36,609;33,182;36,416;36,237;35,716;81,105;484,929;99,67;175,77;2,2;9,336;83,221;81,307;406,537;0;9;-330,555;9,48;1555,357;9,48;0;16,344;16,475;0,03;1;2,516;200,992;19,594;156,176;
0,009;36,823;36,927;36,61;33,054;36,403;36,244;35,714;81,111;485,35;99,749;178,298;2,2;9,779;87,433;80,408;402,04;0;9;-322,63;9,48;1533,444;9,48;0;16,344;16,491;0,03;1;2,516;201,413;22,122;156,176;
0,01;36,82;36,925;36,61;32,929;36,391;36,25;35,711;81,117;485,757;99,824;180,749;2,2;10,205;91,507;79,533;397,668;0;9;-314,933;9,48;1512,318;9,48;0;16,344;16,508;0,03;1;2,516;201,821;24,573;156,176;
0,011;36,816;36,923;36,61;32,807;36,378;36,257;35,708;81,125;486,153;99,897;183,124;2,2;10,615;95,448;78,683;393,417;0;9;-307,456;9,48;1491,944;9,48;0;16,344;16,524;0,03;1;2,516;202,217;26,948;156,176;
0,012;36,813;36,922;36,611;32,689;36,367;36,263;35,705;81,133;486,536;99,965;185,429;2,2;11,01;99,261;77,856;389,283;0;9;-300,192;9,48;1472,288;9,48;0;16,344;16,54;0,03;1;2,516;202,6;29,253;156,176;
0,013;36,809;36,92;36,611;32,573;36,355;36,269;35,702;81,142;486,909;100,031;187,664;2,2;11,391;102,952;77,052;385,264;0;9;-293,132;9,48;1453,318;9,48;0;16,344;16,557;0,03;1;2,516;202,972;31,488;156,176;
0,014;36,805;36,918;36,612;32,461;36,344;36,276;35,698;81,152;487,27;100,092;189,834;2,2;11,758;106,526;76,27;381,354;0;9;-286,271;9,48;1435,002;9,48;0;16,344;16,573;0,03;1;2,516;203,334;33,658;156,176;
0,015;36,801;36,916;36,612;32,352;36,333;36,282;35,695;81,163;487,62;100,151;191,94;2,2;12,111;109,987;75,51;377,551;0;9;-279,601;9,48;1417,314;9,48;0;16,344;16,59;0,03;1;2,516;203,684;35,764;156,176;
0,016;36,797;36,914;36,613;32,246;36,322;36,288;35,691;81,175;487,961;100,206;193,986;2,2;12,451;113,34;74,77;373,851;0;9;-273,116;9,48;1400,224;9,48;0;16,344;16,606;0,03;1;2,516;204,025;37,81;156,176;
0,017;36,794;36,912;36,614;32,142;36,312;36,294;35,687;81,188;488,292;100,258;195,973;2,2;12,779;116,588;74,05;370,251;0;9;-266,809;9,48;1383,709;9,48;0;16,344;16,622;0,03;1;2,516;204,355;39,797;156,176;
0,018;36,79;36,91;36,614;32,041;36,302;36,3;35,683;81,201;488,613;100,308;197,903;2,2;13,095;119,735;73,349;366,748;0;9;-260,676;9,48;1367,744;9,48;0;16,344;16,639;0,03;1;2,516;204,677;41,727;156,176;
0,019;36,786;36,909;36,615;31,943;36,292;36,307;35,679;81,215;488,925;100,354;199,779;2,2;13,4;122,786;72,668;363,34;0;9;-254,709;9,48;1352,305;9,48;0;16,344;16,655;0,03;1;2,516;204,989;43,603;156,176;
0,02;36,782;36,907;36,616;31,847;36,282;36,313;35,675;81,231;489,229;100,398;201,603;2,2;13,693;125,743;72,004;360,023;0;9;-248,905;9,48;1337,371;9,48;0;16,344;16,671;0,03;1;2,516;205,293;45,427;156,176;
0,021;36,778;36,905;36,617;31,754;36,273;36,318;35,67;81,246;489,524;100,439;203,377;2,2;13,977;128,61;71,358;356,794;0;9;-243,256;9,48;1322,922;9,48;0;16,344;16,688;0,03;1;2,516;205,588;47,201;156,176;
0,022;36,773;36,904;36,617;31,663;36,264;36,324;35,666;81,263;489,811;100,477;205,102;2,2;14,25;131,391;70,73;353,651;0;9;-237,759;9,48;1308,937;9,48;0;16,344;16,704;0,03;1;2,516;205,875;48,926;156,176;
0,023;36,769;36,902;36,618;31,574;36,255;36,33;35,661;81,28;490,091;100,513;206,78;2,2;14,513;134,088;70,118;350,591;0;9;-232,409;9,48;1295,399;9,48;0;16,344;16,72;0,03;1;2,516;206,154;50,604;156,176;
0,024;36,765;36,901;36,619;31,488;36,246;36,336;35,657;81,298;490,362;100,547;208,413;2,2;14,767;136,704;69,522;347,611;0;9;-227,201;9,48;1282,289;9,48;0;16,344;16,737;0,03;1;2,516;206,426;52,237;156,176;
0,025;36,761;36,899;36,62;31,404;36,238;36,342;35,652;81,317;490,627;100,578;210,003;2,2;15,012;139,242;68,942;344,71;0;9;-222,13;9,48;1269,59;9,48;0;16,344;16,753;0,03;1;2,516;206,691;53,827;156,176;
0,026;36,757;36,897;36,621;31,322;36,23;36,347;35,647;81,336;490,885;100,607;211,551;2,2;15,248;141,705;68,377;341,885;0;9;-217,192;9,48;1257,286;9,48;0;16,344;16,769;0,03;1;2,516;206,948;55,375;156,176;
0,027;36,753;36,896;36,622;31,242;36,222;36,353;35,642;81,355;491,135;100,634;213,058;2,2;15,476;144,095;67,826;339,133;0;9;-212,383;9,48;1245,363;9,48;0;16,344;16,786;0,03;1;2,516;207,199;56,882;156,176;
0,028;36,749;36,895;36,623;31,164;36,214;36,359;35,637;81,376;491,38;100,659;214,526;2,2;15,696;146,415;67,29;336,453;0;9;-207,698;9,48;1233,805;9,48;0;16,344;16,802;0,03;1;2,516;207,444;58,35;156,176;
0,029;36,745;36,893;36,624;31,088;36,207;36,364;35,632;81,396;491,618;100,682;215,956;2,2;15,908;148,667;66,768;333,842;0;9;-203,135;9,48;1222,599;9,48;0;16,344;16,818;0,03;1;2,516;207,682;59,78;156,176;
0,03;36,741;36,892;36,625;31,014;36,2;36,37;35,627;81,418;491,85;100,704;217,349;2,2;16,113;150,854;66,259;331,298;0;9;-198,69;9,48;1211,731;9,48;0;16,344;16,835;0,03;1;2,516;207,914;61,173;156,176;
0,031;36,736;36,89;36,626;30,942;36,192;36,375;35,622;81,439;492,076;100,723;218,707;2,2;16,311;152,978;65,764;328,82;0;9;-194,358;9,48;1201,189;9,48;0;16,344;16,851;0,03;1;2,516;208,14;62,531;156,176;
0,032;36,732;36,889;36,627;30,871;36,186;36,381;35,617;81,461;492,296;100,741;220,03;2,2;16,502;155,04;65,281;326,405;0;9;-190,136;9,48;1190,961;9,48;0;16,344;16,867;0,03;1;2,516;208,36;63,854;156,176;
0,033;36,728;36,888;36,628;30,802;36,179;36,386;35,612;81,484;492,511;100,757;221,321;2,2;16,687;157,043;64,81;324,052;0;9;-186,022;9,48;1181,034;9,48;0;16,344;16,884;0,03;1;2,516;208,575;65,145;156,176;
0,034;36,724;36,887;36,63;30,735;36,172;36,391;35,607;81,507;492,72;100,772;222,579;2,2;16,865;158,989;64,351;321,758;0;9;-182,011;9,48;1171,399;9,48;0;16,344;16,9;0,03;1;2,516;208,784;66,403;156,176;
0,035;36,72;36,885;36,631;30,67;36,166;36,397;35,601;81,53;492,925;100,785;223,807;2,2;17,037;160,88;63,904;319,522;0;9;-178,101;9,48;1162,045;9,48;0;16,344;16,916;0,03;1;2,516;208,988;67,631;156,176;
0,036;36,716;36,884;36,632;30,606;36,16;36,402;35,596;81,554;493,124;100,796;225,004;2,2;17,203;162,717;63,468;317,343;0;9;-174,288;9,48;1152,961;9,48;0;16,344;16,933;0,03;1;2,516;209,188;68,828;156,176;
0,037;36,712;36,883;36,633;30,543;36,154;36,407;35,591;81,578;493,318;100,806;226,172;2,2;17,364;164,503;63,043;315,218;0;9;-170,57;9,48;1144,138;9,48;0;16,344;16,949;0,03;1;2,516;209,382;69,996;156,176;
0,038;36,708;36,882;36,634;30,483;36,148;36,412;35,585;81,602;493,508;100,815;227,312;2,2;17,519;166,238;62,629;313,147;0;9;-166,945;9,48;1135,566;9,48;0;16,344;16,965;0,03;1;2,516;209,572;71,136;156,176;
0,039;36,704;36,881;36,636;30,423;36,142;36,417;35,58;81,626;493,693;100,823;228,424;2,2;17,669;167,925;62,225;311,127;0;9;-163,408;9,48;1127,238;9,48;0;16,344;16,982;0,03;1;2,516;209,757;72,248;156,176;
0,04;36,7;36,88;36,637;30,365;36,137;36,422;35,574;81,651;493,874;100,829;229,51;2,2;17,814;169,565;61,831;309,157;0;9;-159,959;9,48;1119,143;9,48;0;16,344;16,998;0,03;1;2,516;209,938;73,334;156,176;
0,041;36,696;36,879;36,638;30,309;36,131;36,427;35,569;81,677;494,05;100,834;230,57;2,2;17,954;171,159;61,447;307,236;0;9;-156,593;9,48;1111,275;9,48;0;16,344;17,014;0,03;1;2,516;210,114;74,394;156,176;
0,042;36,692;36,877;36,639;30,253;36,126;36,432;35,563;81,702;494,223;100,837;231,605;2,2;18,09;172,71;61,072;305,362;0;9;-153,31;9,48;1103,626;9,48;0;16,344;17,031;0,03;1;2,516;210,287;75,429;156,176;
0,043;36,688;36,877;36,641;30,199;36,121;36,437;35,558;81,728;494,391;100,84;232,615;2,2;18,221;174,218;60,706;303,534;0;9;-150,106;9,48;1096,187;9,48;0;16,344;17,047;0,03;1;2,516;210,455;76,439;156,176;
0,044;36,684;36,876;36,642;30,147;36,116;36,441;35,552;81,754;494,555;100,842;233,603;2,2;18,347;175,684;60,35;301,751;0;9;-146,979;9,48;1088,953;9,48;0;16,344;17,064;0,03;1;2,516;210,619;77,427;156,176;
0,045;36,681;36,875;36,643;30,095;36,111;36,446;35,546;81,78;494,716;100,842;234,567;2,2;18,47;177,111;60,002;300,011;0;9;-143,927;9,48;1081,915;9,48;0;16,344;17,08;0,03;1;2,516;210,78;78,391;156,176;
0,046;36,677;36,874;36,644;30,045;36,106;36,451;35,541;81,806;494,873;100,842;235,509;2,2;18,589;178,498;59,662;298,313;0;9;-140,948;9,48;1075,068;9,48;0;16,344;17,096;0,03;1;2,516;210,936;79,333;156,176;
0,047;36,673;36,873;36,646;29,996;36,102;36,456;35,535;81,832;495,026;100,84;236,429;2,2;18,704;179,849;59,331;296,657;0;9;-138,04;9,48;1068,405;9,48;0;16,344;17,113;0,03;1;2,516;211,09;80,253;156,176;
0,048;36,669;36,872;36,647;29,948;36,097;36,46;35,53;81,859;495,175;100,838;237,328;2,2;18,815;181,162;59,008;295,04;0;9;-135,2;9,48;1061,92;9,48;0;16,344;17,129;0,03;1;2,516;211,239;81,152;156,176;
0,049;36,666;36,871;36,648;29,901;36,093;36,465;35,524;81,886;495,322;100,834;238,207;2,2;18,922;182,441;58,692;293,462;0;9;-132,428;9,48;1055,608;9,48;0;16,344;17,145;0,03;1;2,516;211,386;82,031;156,176;
0,05;36,662;36,87;36,65;29,855;36,089;36,469;35,518;81,913;495,465;100,83;239,066;2,2;19,027;183,685;58,384;291,922;0;9;-129,721;9,48;1049,462;9,48;0;16,344;17,162;0,03;1;2,516;211,528;82,89;156,176;
0,051;36,658;36,87;36,651;29,811;36,084;36,474;35,513;81,94;495,604;100,825;239,906;2,2;19,127;184,896;58,083;290,418;0;9;-127,077;9,48;1043,477;9,48;0;16,344;17,178;0,03;1;2,516;211,668;83,73;156,176;
0,052;36,655;36,869;36,653;29,767;36,08;36,478;35,507;81,967;495,741;100,82;240,727;2,2;19,225;186,075;57,79;288,95;0;9;-124,494;9,48;1037,648;9,48;0;16,344;17,194;0,03;1;2,516;211,805;84,551;156,176;
0,053;36,651;36,868;36,654;29,724;36,077;36,482;35,502;81,995;495,875;100,813;241,529;2,2;19,32;187,222;57,503;287,517;0;9;-121,972;9,48;1031,97;9,48;0;16,344;17,211;0,03;1;2,516;211,938;85,353;156,176;
0,054;36,648;36,867;36,655;29,682;36,073;36,487;35,496;82,022;496,005;100,806;242,314;2,2;19,411;188,34;57,223;286,117;0;9;-119,508;9,48;1026,439;9,48;0;16,344;17,227;0,03;1;2,516;212,069;86,138;156,176;
0,055;36,644;36,867;36,657;29,641;36,069;36,491;35,49;82,05;496,133;100,798;243,081;2,2;19,5;189,428;56,95;284,751;0;9;-117,1;9,48;1021,049;9,48;0;16,344;17,243;0,03;1;2,516;212,197;86,905;156,176;
0,056;36,641;36,866;36,658;29,602;36,065;36,495;35,485;82,078;496,258;100,789;243,832;2,2;19,586;190,487;56,683;283,416;0;9;-114,748;9,48;1015,796;9,48;0;16,344;17,26;0,03;1;2,516;212,322;87,656;156,176;
0,057;36,637;36,866;36,659;29,563;36,062;36,499;35,479;82,106;496,38;100,78;244,566;2,2;19,67;191,519;56,422;282,112;0;9;-112,449;9,48;1010,677;9,48;0;16,344;17,276;0,03;1;2,516;212,444;88,39;156,176;
0,058;36,634;36,865;36,661;29,524;36,059;36,504;35,473;82,133;496,5;100,77;245,284;2,2;19,751;192,523;56,167;280,839;0;9;-110,203;9,48;1005,686;9,48;0;16,344;17,292;0,03;1;2,516;212,563;89,108;156,176;
0,059;36,631;36,864;36,662;29,487;36,055;36,508;35,468;82,161;496,617;100,759;245,986;2,2;19,829;193,502;55,918;279,594;0;9;-108,008;9,48;1000,82;9,48;0;16,344;17,309;0,03;1;2,516;212,68;89,81;156,176;
0,06;36,628;36,864;36,664;29,451;36,052;36,512;35,462;82,189;496,731;100,748;246,674;2,2;19,906;194,456;55,675;278,379;0;9;-105,862;9,48;996,074;9,48;0;16,344;17,325;0,03;1;2,516;212,795;90,498;156,176;
0,061;36,624;36,863;36,665;29,415;36,049;36,516;35,457;82,217;496,843;100,736;247,346;2,2;19,979;195,385;55,438;277,191;0;9;-103,764;9,48;991,447;9,48;0;16,344;17,341;0,03;1;2,516;212,907;91,17;156,176;
0,062;36,621;36,863;36,666;29,38;36,046;36,52;35,451;82,246;496,952;100,724;248,004;2,2;20,051;196,29;55,206;276,031;0;9;-101,713;9,48;986,932;9,48;0;16,344;17,358;0,03;1;2,516;213,016;91,828;156,176;
0,063;36,618;36,862;36,668;29,346;36,043;36,524;35,446;82,274;497,06;100,711;248,648;2,2;20,121;197,171;54,979;274,896;0;9;-99,708;9,48;982,529;9,48;0;16,344;17,374;0,03;1;2,516;213,123;92,472;156,176;
0,064;36,615;36,862;36,669;29,312;36,04;36,527;35,44;82,302;497,165;100,698;249,278;2,2;20,188;198,031;54,757;273,788;0;9;-97,748;9,48;978,232;9,48;0;16,344;17,39;0,03;1;2,516;213,228;93,102;156,176;
0,065;36,612;36,862;36,671;29,28;36,037;36,531;35,434;82,33;497,267;100,684;249,895;2,2;20,254;198,868;54,54;272,704;0;9;-95,831;9,48;974,039;9,48;0;16,344;17,407;0,03;1;2,516;213,331;93,719;156,176;
0,066;36,609;36,861;36,672;29,248;36,035;36,535;35,429;82,358;497,368;100,67;250,498;2,2;20,317;199,684;54,329;271,645;0;9;-93,956;9,48;969,947;9,48;0;16,344;17,423;0,03;1;2,516;213,431;94,322;156,176;
0,067;36,606;36,861;36,674;29,216;36,032;36,539;35,423;82,387;497,466;100,655;251,089;2,2;20,379;200,48;54,121;270,609;0;9;-92,123;9,48;965,952;9,48;0;16,344;17,439;0,03;1;2,516;213,53;94,913;156,176;
0,068;36,603;36,86;36,675;29,186;36,029;36,542;35,418;82,415;497,562;100,64;251,667;2,2;20,439;201,255;53,919;269,597;0;9;-90,329;9,48;962,053;9,48;0;16,344;17,456;0,03;1;2,516;213,626;95,491;156,176;
0,069;36,6;36,86;36,676;29,156;36,027;36,546;35,413;82,443;497,657;100,625;252,234;2,2;20,497;202,011;53,721;268,607;0;9;-88,575;9,48;958,245;9,48;0;16,344;17,472;0,03;1;2,516;213,72;96,058;156,176;
0,07;36,597;36,86;36,678;29,127;36,024;36,55;35,407;82,472;497,749;100,609;252,788;2,2;20,554;202,748;53,527;267,639;0;9;-86,859;9,48;954,527;9,48;0;16,344;17,488;0,03;1;2,516;213,813;96,612;156,176;
0,071;36,594;36,86;36,679;29,098;36,022;36,553;35,402;82,5;497,839;100,593;253,331;2,2;20,609;203,466;53,338;266,692;0;9;-85,18;9,48;950,896;9,48;0;16,344;17,505;0,03;1;2,516;213,903;97,155;156,176;
0,072;36,592;36,859;36,681;29,07;36,02;36,557;35,396;82,528;497,928;100,576;253,862;2,2;20,663;204,167;53,153;265,766;0;9;-83,538;9,48;947,349;9,48;0;16,344;17,521;0,03;1;2,516;213,991;97,686;156,176;
0,073;36,589;36,859;36,682;29,042;36,018;36,56;35,391;82,556;498,014;100,559;254,383;2,2;20,715;204,85;52,972;264,86;0;9;-81,93;9,48;943,884;9,48;0;16,344;17,538;0,03;1;2,516;214,078;98,207;156,176;
0,074;36,586;36,859;36,683;29,015;36,015;36,564;35,386;82,585;498,099;100,542;254,892;2,2;20,765;205,516;52,794;263,974;0;9;-80,357;9,48;940,499;9,48;0;16,344;17,554;0,03;1;2,516;214,163;98,716;156,176;
0,075;36,584;36,859;36,685;28,989;36,013;36,567;35,38;82,613;498,182;100,524;255,391;2,2;20,814;206,166;52,621;263,107;0;9;-78,818;9,48;937,191;9,48;0;16,344;17,57;0,03;1;2,516;214,246;99,215;156,176;
0,076;36,581;36,858;36,686;28,963;36,011;36,571;35,375;82,641;498,263;100,507;255,88;2,2;20,862;206,799;52,451;262,259;0;9;-77,312;9,48;933,959;9,48;0;16,344;17,587;0,03;1;2,516;214,327;99,704;156,176;
0,077;36,578;36,858;36,688;28,938;36,009;36,574;35,37;82,669;498,343;100,488;256,358;2,2;20,909;207,417;52,285;261,429;0;9;-75,837;9,48;930,799;9,48;0;16,344;17,603;0,03;1;2,516;214,407;100,182;156,176;
0,078;36,576;36,858;36,689;28,913;36,008;36,577;35,364;82,697;498,421;100,47;256,827;2,2;20,954;208,02;52,123;260,617;0;9;-74,394;9,48;927,71;9,48;0;16,344;17,619;0,03;1;2,516;214,485;100,651;156,176;
0,079;36,573;36,858;36,69;28,889;36,006;36,581;35,359;82,725;498,498;100,451;257,286;2,2;20,998;208,608;51,964;259,822;0;9;-72,981;9,48;924,691;9,48;0;16,344;17,636;0,03;1;2,516;214,561;101,11;156,176;
0,08;36,571;36,858;36,692;28,865;36,004;36,584;35,354;82,754;498,572;100,432;257,736;2,2;21,041;209,182;51,808;259,044;0;9;-71,598;9,48;921,739;9,48;0;16,344;17,652;0,03;1;2,516;214,636;101,56;156,176;
0,081;36,569;36,858;36,693;28,841;36,002;36,587;35,349;82,782;498,646;100,413;258,176;2,2;21,083;209,741;51,656;258,283;0;9;-70,244;9,48;918,852;9,48;0;16,344;17,668;0,03;1;2,516;214,709;102;156,176;
0,082;36,566;36,858;36,695;28,819;36;36,59;35,344;82,81;498,717;100,394;258,608;2,2;21,124;210,287;51,507;257,537;0;9;-68,918;9,48;916,028;9,48;0;16,344;17,685;0,03;1;2,516;214,781;102,432;156,176;
0,083;36,564;36,858;36,696;28,796;35,999;36,593;35,338;82,837;498,788;100,374;259,03;2,2;21,164;210,82;51,361;256,807;0;9;-67,619;9,48;913,266;9,48;0;16,344;17,701;0,03;1;2,516;214,852;102,854;156,176;
0,084;36,562;36,858;36,697;28,774;35,997;36,596;35,333;82,865;498,857;100,354;259,444;2,2;21,202;211,34;51,218;256,093;0;9;-66,348;9,48;910,565;9,48;0;16,344;17,717;0,03;1;2,516;214,921;103,268;156,176;
0,085;36,559;36,858;36,699;28,753;35,996;36,6;35,328;82,893;498,924;100,334;259,85;2,2;21,24;211,847;51,078;255,393;0;9;-65,102;9,48;907,921;9,48;0;16,344;17,734;0,03;1;2,516;214,988;103,674;156,176;
0,086;36,557;36,858;36,7;28,732;35,994;36,603;35,323;82,921;498,99;100,314;260,247;2,2;21,277;212,343;50,941;254,708;0;9;-63,883;9,48;905,335;9,48;0;16,344;17,75;0,03;1;2,516;215,054;104,071;156,176;
0,087;36,555;36,858;36,702;28,711;35,993;36,606;35,318;82,948;499,055;100,293;260,636;2,2;21,313;212,826;50,807;254,037;0;9;-62,688;9,48;902,804;9,48;0;16,344;17,766;0,03;1;2,516;215,119;104,46;156,176;
0,088;36,553;36,858;36,703;28,691;35,991;36,609;35,313;82,976;499,119;100,273;261,018;2,2;21,348;213,297;50,675;253,379;0;9;-61,518;9,48;900,327;9,48;0;16,344;17,783;0,03;1;2,516;215,182;104,842;156,176;
0,089;36,551;36,858;36,704;28,671;35,99;36,611;35,308;83,004;499,181;100,252;261,391;2,2;21,382;213,758;50,547;252,735;0;9;-60,372;9,48;897,903;9,48;0;16,344;17,799;0,03;1;2,516;215,245;105,215;156,176;
0,09;36,549;36,858;36,706;28,652;35,989;36,614;35,303;83,031;499,242;100,231;261,757;2,2;21,415;214,207;50,421;252,105;0;9;-59,249;9,48;895,53;9,48;0;16,344;17,815;0,03;1;2,516;215,306;105,581;156,176;
0,091;36,547;36,858;36,707;28,633;35,987;36,617;35,298;83,059;499,301;100,21;262,116;2,2;21,447;214,645;50,297;251,487;0;9;-58,149;9,48;893,206;9,48;0;16,344;17,832;0,03;1;2,516;215,365;105,94;156,176;
0,092;36,545;36,858;36,708;28,614;35,986;36,62;35,293;83,086;499,36;100,189;262,467;2,2;21,479;215,074;50,176;250,881;0;9;-57,071;9,48;890,931;9,48;0;16,344;17,848;0,03;1;2,516;215,424;106,291;156,176;
0,093;36,543;36,858;36,71;28,595;35,985;36,623;35,289;83,113;499,417;100,167;262,812;2,2;21,51;215,492;50,057;250,288;0;9;-56,014;9,48;888,703;9,48;0;16,344;17,864;0,03;1;2,516;215,481;106,636;156,176;
0,094;36,541;36,859;36,711;28,577;35,984;36,626;35,284;83,14;499,473;100,146;263,149;2,2;21,54;215,9;49,941;249,706;0;9;-54,979;9,48;886,521;9,48;0;16,344;17,881;0,03;1;2,516;215,537;106,973;156,176;
0,095;36,539;36,859;36,713;28,56;35,983;36,628;35,279;83,167;499,528;100,124;263,48;2,2;21,57;216,298;49,827;249,137;0;9;-53,965;9,48;884,384;9,48;0;16,344;17,897;0,03;1;2,516;215,592;107,304;156,176;
0,096;36,537;36,859;36,714;28,543;35,982;36,631;35,274;83,194;499,582;100,102;263,803;2,2;21,598;216,687;49,715;248,578;0;9;-52,971;9,48;882,29;9,48;0;16,344;17,913;0,03;1;2,516;215,646;107,627;156,176;
0,097;36,535;36,859;36,715;28,526;35,981;36,634;35,27;83,221;499,635;100,081;264,121;2,2;21,626;217,067;49,606;248,031;0;9;-51,997;9,48;880,239;9,48;0;16,344;17,93;0,03;1;2,516;215,699;107,945;156,176;
0,098;36,534;36,859;36,717;28,509;35,98;36,636;35,265;83,248;499,687;100,059;264,432;2,2;21,654;217,438;49,498;247,494;0;9;-51,042;9,48;878,229;9,48;0;16,344;17,946;0,03;1;2,516;215,751;108,256;156,176;
0,099;36,532;36,86;36,718;28,493;35,979;36,639;35,26;83,275;499,738;100,037;264,736;2,2;21,681;217,8;49,393;246,968;0;9;-50,106;9,48;876,26;9,48;0;16,344;17,962;0,03;1;2,516;215,801;108,56;156,176;
0,1;36,53;36,86;36,719;28,477;35,978;36,642;35,256;83,302;499,787;100,014;265,035;2,2;21,707;218,153;49,29;246,452;0;9;-49,188;9,48;874,33;9,48;0;16,344;17,979;0,03;1;2,516;215,851;108,859;156,176;
0,101;36,528;36,86;36,721;28,461;35,977;36,644;35,251;83,328;499,836;99,992;265,327;2,2;21,733;218,499;49,189;245,946;0;9;-48,288;9,48;872,439;9,48;0;16,344;17,995;0,03;1;2,516;215,9;109,151;156,176;
0,102;36,527;36,86;36,722;28,445;35,976;36,647;35,246;83,355;499,884;99,97;265,614;2,2;21,758;218,836;49,09;245,45;0;9;-47,406;9,48;870,584;9,48;0;16,344;18,012;0,03;1;2,516;215,948;109,438;156,176;
0,103;36,525;36,861;36,723;28,43;35,975;36,649;35,242;83,381;499,93;99,948;265,895;2,2;21,782;219,165;48,992;244,963;0;9;-46,542;9,48;868,767;9,48;0;16,344;18,028;0,03;1;2,516;215,994;109,719;156,176;
0,104;36,524;36,861;36,725;28,415;35,975;36,652;35,237;83,408;499,976;99,925;266,17;2,2;21,806;219,487;48,897;244,486;0;9;-45,694;9,48;866,985;9,48;0;16,344;18,044;0,03;1;2,516;216,04;109,994;156,176;
0,105;36,522;36,861;36,726;28,401;35,974;36,654;35,233;83,434;500,021;99,903;266,44;2,2;21,83;219,801;48,803;244,018;0;9;-44,863;9,48;865,237;9,48;0;16,344;18,061;0,03;1;2,516;216,085;110,264;156,176;
0,106;36,521;36,862;36,727;28,386;35,973;36,657;35,228;83,46;500,065;99,88;266,704;2,2;21,853;220,108;48,711;243,559;0;9;-44,047;9,48;863,524;9,48;0;16,344;18,077;0,03;1;2,516;216,129;110,528;156,176;
0,107;36,519;36,862;36,728;28,372;35,972;36,659;35,224;83,486;500,108;99,858;266,963;2,2;21,875;220,408;48,621;243,108;0;9;-43,248;9,48;861,843;9,48;0;16,344;18,093;0,03;1;2,516;216,172;110,787;156,176;
0,108;36,518;36,862;36,73;28,358;35,972;36,661;35,22;83,512;500,15;99,835;267,216;2,2;21,897;220,701;48,533;242,666;0;9;-42,464;9,48;860,195;9,48;0;16,344;18,11;0,03;1;2,516;216,214;111,04;156,176;
0,109;36,516;36,863;36,731;28,345;35,971;36,664;35,215;83,538;500,192;99,813;267,465;2,2;21,918;220,987;48,446;242,232;0;9;-41,695;9,48;858,578;9,48;0;16,344;18,126;0,03;1;2,516;216,256;111,289;156,176;
0,11;36,515;36,863;36,732;28,332;35,97;36,666;35,211;83,564;500,232;99,79;267,708;2,2;21,939;221,266;48,361;241,807;0;9;-40,94;9,48;856,991;9,48;0;16,344;18,142;0,03;1;2,516;216,296;111,532;156,176;
