Time, h;T brain, °C;T core, °C;T blood, °C;T skin, °C;T body, °C;T muscles, °C;T fat, °C;HR, beats/min;CO, l/h;SV, mL/stroke;Metabolism, kcal/h;Met. skin, kcal/h;Heat flow skin, kcal/h;Sk conduct, kcal/h;Radiation, kcal/h;Air conv, kcal/h;Water conv, kcal/h;Resp los, kcal/h;Balance, kcal/h;Req evap, kcal/h;Poss evap, kcal/h;Real evap, kcal/h;Dripping, g/h;Evap sw rate, g/h;WL, g;Wettedness;Sweat eff;BF skin, l/h;BF muscles, l/h;Shivering, kcal/h;Activity MET, kcal/h;
0,256;36,497;36,971;36,871;27,556;36,003;36,839;34,853;86,334;501,868;96,904;277,536;2,2;23,133;232,551;43,484;217,423;0;9;-1,852;9,48;766,316;9,48;0;16,344;20,529;0,03;1;2,516;217,932;121,36;156,176;
0,257;36,497;36,972;36,872;27,554;36,004;36,84;34,852;86,347;501,867;96,888;277,528;2,2;23,137;232,555;43,472;217,361;0;9;-1,785;9,48;766,084;9,48;0;16,344;20,545;0,03;1;2,516;217,931;121,352;156,176;
0,258;36,497;36,973;36,872;27,552;36,004;36,84;34,851;86,361;501,866;96,873;277,52;2,2;23,14;232,558;43,459;217,299;0;9;-1,719;9,48;765,854;9,48;0;16,344;20,561;0,03;1;2,516;217,929;121,344;156,176;
0,259;36,498;36,973;36,873;27,55;36,005;36,841;34,849;86,374;501,864;96,858;277,511;2,2;23,143;232,561;43,447;217,237;0;9;-1,655;9,48;765,626;9,48;0;16,344;20,578;0,03;1;2,516;217,928;121,335;156,176;
0,26;36,498;36,974;36,874;27,549;36,005;36,841;34,848;86,387;501,863;96,843;277,502;2,2;23,146;232,564;43,435;217,177;0;9;-1,591;9,48;765,4;9,48;0;16,344;20,594;0,03;1;2,516;217,926;121,326;156,176;
0,261;36,499;36,975;36,874;27,547;36,006;36,842;34,847;86,401;501,861;96,827;277,492;2,2;23,149;232,567;43,423;217,116;0;9;-1,528;9,48;765,176;9,48;0;16,344;20,61;0,03;1;2,516;217,925;121,316;156,176;
0,262;36,499;36,976;36,875;27,545;36,006;36,842;34,846;86,414;501,859;96,812;277,483;2,2;23,153;232,569;43,411;217,056;0;9;-1,466;9,48;764,953;9,48;0;16,344;20,627;0,03;1;2,516;217,923;121,307;156,176;
0,263;36,5;36,977;36,876;27,543;36,007;36,843;34,845;86,427;501,858;96,797;277,472;2,2;23,156;232,572;43,399;216,997;0;9;-1,405;9,48;764,733;9,48;0;16,344;20,643;0,03;1;2,516;217,921;121,296;156,176;
0,264;36,5;36,977;36,876;27,541;36,007;36,844;34,844;86,44;501,856;96,782;277,462;2,2;23,159;232,574;43,387;216,938;0;9;-1,344;9,48;764,514;9,48;0;16,344;20,659;0,03;1;2,516;217,92;121,286;156,176;
0,265;36,501;36,978;36,877;27,539;36,007;36,844;34,843;86,453;501,854;96,767;277,451;2,2;23,162;232,575;43,376;216,88;0;9;-1,285;9,48;764,297;9,48;0;16,344;20,676;0,03;1;2,516;217,918;121,275;156,176;
0,266;36,501;36,979;36,877;27,537;36,008;36,845;34,842;86,466;501,852;96,752;277,44;2,2;23,165;232,577;43,364;216,822;0;9;-1,226;9,48;764,082;9,48;0;16,344;20,692;0,03;1;2,516;217,916;121,264;156,176;
0,267;36,502;36,98;36,878;27,536;36,008;36,845;34,841;86,479;501,85;96,738;277,429;2,2;23,168;232,578;43,352;216,764;0;9;-1,169;9,48;763,869;9,48;0;16,344;20,708;0,03;1;2,516;217,914;121,253;156,176;
0,268;36,502;36,981;36,879;27,534;36,009;36,846;34,84;86,492;501,848;96,723;277,417;2,2;23,171;232,579;43,341;216,707;0;9;-1,112;9,48;763,657;9,48;0;16,344;20,725;0,03;1;2,516;217,912;121,241;156,176;
0,269;36,503;36,981;36,879;27,532;36,009;36,846;34,839;86,505;501,847;96,708;277,406;2,2;23,174;232,58;43,33;216,651;0;9;-1,056;9,48;763,447;9,48;0;16,344;20,741;0,03;1;2,516;217,91;121,23;156,176;
0,27;36,503;36,982;36,88;27,53;36,01;36,847;34,838;86,517;501,845;96,694;277,394;2,2;23,177;232,58;43,319;216,595;0;9;-1,001;9,48;763,239;9,48;0;16,344;20,757;0,03;1;2,516;217,908;121,218;156,176;
0,271;36,504;36,983;36,881;27,529;36,01;36,847;34,837;86,53;501,842;96,679;277,381;2,2;23,18;232,581;43,307;216,539;0;9;-0,946;9,48;763,032;9,48;0;16,344;20,774;0,03;1;2,516;217,906;121,205;156,176;
0,272;36,504;36,984;36,881;27,527;36,011;36,848;34,836;86,543;501,84;96,664;277,369;2,2;23,183;232,581;43,296;216,484;0;9;-0,892;9,48;762,827;9,48;0;16,344;20,79;0,03;1;2,516;217,904;121,193;156,176;
0,273;36,505;36,984;36,882;27,525;36,011;36,848;34,835;86,555;501,838;96,65;277,356;2,2;23,185;232,581;43,285;216,429;0;9;-0,84;9,48;762,624;9,48;0;16,344;20,806;0,03;1;2,516;217,902;121,18;156,176;
0,274;36,505;36,985;36,883;27,523;36,012;36,849;34,834;86,568;501,836;96,635;277,343;2,2;23,188;232,581;43,274;216,374;0;9;-0,787;9,48;762,422;9,48;0;16,344;20,823;0,03;1;2,516;217,9;121,167;156,176;
0,275;36,506;36,986;36,883;27,522;36,012;36,849;34,833;86,58;501,834;96,621;277,329;2,2;23,191;232,581;43,264;216,32;0;9;-0,736;9,48;762,222;9,48;0;16,344;20,839;0,03;1;2,516;217,898;121,153;156,176;
0,276;36,506;36,987;36,884;27,52;36,013;36,85;34,832;86,593;501,832;96,607;277,316;2,2;23,194;232,58;43,253;216,267;0;9;-0,685;9,48;762,024;9,48;0;16,344;20,856;0,03;1;2,516;217,895;121,14;156,176;
0,277;36,507;36,987;36,884;27,518;36,013;36,85;34,831;86,605;501,829;96,592;277,302;2,2;23,197;232,579;43,242;216,214;0;9;-0,635;9,48;761,827;9,48;0;16,344;20,872;0,03;1;2,516;217,893;121,126;156,176;
0,278;36,507;36,988;36,885;27,517;36,014;36,851;34,83;86,618;501,827;96,578;277,288;2,2;23,2;232,578;43,232;216,161;0;9;-0,586;9,48;761,631;9,48;0;16,344;20,888;0,03;1;2,516;217,891;121,112;156,176;
0,279;36,508;36,989;36,886;27,515;36,014;36,851;34,829;86,63;501,825;96,564;277,273;2,2;23,202;232,577;43,221;216,109;0;9;-0,538;9,48;761,437;9,48;0;16,344;20,905;0,03;1;2,516;217,888;121,097;156,176;
0,28;36,508;36,99;36,886;27,514;36,015;36,852;34,828;86,642;501,822;96,55;277,259;2,2;23,205;232,576;43,211;216,057;0;9;-0,49;9,48;761,245;9,48;0;16,344;20,921;0,03;1;2,516;217,886;121,083;156,176;
0,281;36,509;36,991;36,887;27,512;36,015;36,852;34,827;86,654;501,82;96,536;277,244;2,2;23,208;232,575;43,201;216,005;0;9;-0,443;9,48;761,054;9,48;0;16,344;20,937;0,03;1;2,516;217,883;121,068;156,176;
0,282;36,509;36,991;36,888;27,51;36,015;36,853;34,826;86,666;501,817;96,522;277,229;2,2;23,211;232,573;43,19;215,954;0;9;-0,396;9,48;760,864;9,48;0;16,344;20,954;0,03;1;2,516;217,881;121,053;156,176;
0,283;36,51;36,992;36,888;27,509;36,016;36,853;34,825;86,679;501,815;96,508;277,214;2,2;23,213;232,571;43,18;215,903;0;9;-0,35;9,48;760,676;9,48;0;16,344;20,97;0,03;1;2,516;217,878;121,038;156,176;
0,284;36,51;36,993;36,889;27,507;36,016;36,854;34,825;86,691;501,812;96,494;277,199;2,2;23,216;232,57;43,17;215,853;0;9;-0,305;9,48;760,489;9,48;0;16,344;20,986;0,03;1;2,516;217,876;121,023;156,176;
0,285;36,511;36,994;36,889;27,506;36,017;36,854;34,824;86,703;501,81;96,48;277,183;2,2;23,219;232,568;43,16;215,803;0;9;-0,261;9,48;760,304;9,48;0;16,344;21,003;0,03;1;2,516;217,873;121,007;156,176;
0,286;36,511;36,994;36,89;27,504;36,017;36,855;34,823;86,715;501,807;96,466;277,168;2,2;23,221;232,565;43,15;215,753;0;9;-0,217;9,48;760,12;9,48;0;16,344;21,019;0,03;1;2,516;217,871;120,992;156,176;
0,287;36,512;36,995;36,891;27,503;36,018;36,855;34,822;86,726;501,804;96,453;277,152;2,2;23,224;232,563;43,14;215,704;0;9;-0,173;9,48;759,938;9,48;0;16,344;21,035;0,03;1;2,516;217,868;120,976;156,176;
0,288;36,512;36,996;36,891;27,501;36,018;36,855;34,821;86,738;501,802;96,439;277,136;2,2;23,226;232,561;43,131;215,655;0;9;-0,131;9,48;759,756;9,48;0;16,344;21,052;0,03;1;2,516;217,865;120,96;156,176;
0,289;36,513;36,997;36,892;27,5;36,019;36,856;34,82;86,75;501,799;96,425;277,119;2,2;23,229;232,558;43,121;215,606;0;9;-0,089;9,48;759,577;9,48;0;16,344;21,068;0,03;1;2,516;217,863;120,943;156,176;
0,29;36,513;36,997;36,892;27,498;36,019;36,856;34,819;86,762;501,796;96,412;277,103;2,2;23,231;232,555;43,111;215,558;0;9;-0,047;9,48;759,398;9,48;0;16,344;21,084;0,03;1;2,516;217,86;120,927;156,176;
0,291;36,514;36,998;36,893;27,497;36,02;36,857;34,819;86,774;501,793;96,398;277,086;2,2;23,234;232,552;43,102;215,51;0;9;-0,006;9,48;759,221;9,48;0;16,344;21,101;0,03;1;2,516;217,857;120,91;156,176;
0,292;36,514;36,999;36,893;27,495;36,02;36,857;34,818;86,785;501,791;96,385;277,07;2,2;23,237;232,549;43,092;215,463;0;9;0,034;9,48;759,045;9,48;0;16,344;21,117;0,03;1;2,516;217,854;120,894;156,176;
0,293;36,515;37;36,894;27,494;36,021;36,858;34,817;86,797;501,788;96,371;277,053;2,2;23,239;232,546;43,083;215,415;0;9;0,074;9,48;758,87;9,48;0;16,344;21,133;0,03;1;2,516;217,852;120,877;156,176;
0,294;36,515;37;36,895;27,492;36,021;36,858;34,816;86,809;501,785;96,358;277,035;2,2;23,242;232,543;43,073;215,368;0;9;0,113;9,48;758,697;9,48;0;16,344;21,15;0,03;1;2,516;217,849;120,859;156,176;
0,295;36,516;37,001;36,895;27,491;36,021;36,859;34,815;86,82;501,782;96,344;277,018;2,2;23,244;232,54;43,064;215,322;0;9;0,151;9,48;758,525;9,48;0;16,344;21,166;0,03;1;2,516;217,846;120,842;156,176;
0,296;36,516;37,002;36,896;27,489;36,022;36,859;34,815;86,832;501,779;96,331;277,001;2,2;23,246;232,536;43,055;215,276;0;9;0,189;9,48;758,354;9,48;0;16,344;21,183;0,03;1;2,516;217,843;120,825;156,176;
0,297;36,517;37,002;36,896;27,488;36,022;36,859;34,814;86,843;501,776;96,318;276,983;2,2;23,249;232,532;43,046;215,23;0;9;0,227;9,48;758,184;9,48;0;16,344;21,2;0,03;1;2,516;217,84;120,807;156,176;
0,298;36,517;37,003;36,897;27,487;36,023;36,86;34,813;86,854;501,773;96,304;276,966;2,2;23,251;232,529;43,036;215,184;0;9;0,264;9,48;758,016;9,48;0;16,344;21,216;0,03;1;2,516;217,837;120,79;156,176;
0,299;36,518;37,004;36,897;27,485;36,023;36,86;34,812;86,866;501,77;96,291;276,948;2,2;23,254;232,525;43,027;215,139;0;9;0,3;9,48;757,849;9,48;0;16,344;21,233;0,03;1;2,516;217,834;120,772;156,176;
0,3;36,518;37,005;36,898;27,484;36,024;36,861;34,812;86,877;501,767;96,278;276,93;2,2;23,256;232,521;43,018;215,094;0;9;0,336;9,48;757,683;9,48;0;16,344;21,25;0,03;1;2,516;217,831;120,754;156,176;
0,301;36,519;37,005;36,899;27,482;36,024;36,861;34,811;86,888;501,764;96,265;276,912;2,2;23,259;232,517;43,009;215,049;0;9;0,372;9,48;757,518;9,48;0;16,344;21,267;0,03;1;2,516;217,828;120,736;156,176;
0,302;36,519;37,006;36,899;27,481;36,025;36,862;34,81;86,9;501,761;96,252;276,893;2,2;23,261;232,513;43,001;215,005;0;9;0,407;9,48;757,354;9,48;0;16,344;21,284;0,03;1;2,516;217,825;120,717;156,176;
0,303;36,52;37,007;36,9;27,48;36,025;36,862;34,809;86,911;501,758;96,239;276,875;2,2;23,263;232,509;42,992;214,961;0;9;0,441;9,48;757,191;9,48;0;16,344;21,301;0,03;1;2,516;217,822;120,699;156,176;
0,304;36,52;37,007;36,9;27,478;36,026;36,862;34,809;86,922;501,755;96,226;276,856;2,2;23,266;232,504;42,983;214,917;0;9;0,475;9,48;757,03;9,48;0;16,344;21,318;0,03;1;2,516;217,819;120,68;156,176;
0,305;36,521;37,008;36,901;27,477;36,026;36,863;34,808;86,933;501,752;96,213;276,838;2,2;23,268;232,5;42,974;214,874;0;9;0,509;9,48;756,87;9,48;0;16,344;21,335;0,03;1;2,516;217,816;120,662;156,176;
0,306;36,521;37,009;36,901;27,476;36,026;36,863;34,807;86,944;501,749;96,2;276,819;2,2;23,27;232,495;42,966;214,83;0;9;0,542;9,48;756,71;9,48;0;16,344;21,353;0,03;1;2,516;217,813;120,643;156,176;
0,307;36,522;37,01;36,902;27,474;36,027;36,864;34,806;86,955;501,746;96,188;276,8;2,2;23,272;232,491;42,957;214,788;0;9;0,574;9,48;756,552;9,48;0;16,344;21,37;0,03;1;2,516;217,81;120,624;156,176;
0,308;36,522;37,01;36,903;27,473;36,027;36,864;34,806;86,966;501,743;96,175;276,781;2,2;23,275;232,486;42,949;214,745;0;9;0,607;9,48;756,395;9,48;0;16,344;21,387;0,03;1;2,516;217,806;120,605;156,176;
0,309;36,523;37,011;36,903;27,472;36,028;36,864;34,805;86,977;501,739;96,162;276,762;2,2;23,277;232,481;42,94;214,703;0;9;0,638;9,48;756,239;9,48;0;16,344;21,405;0,03;1;2,516;217,803;120,586;156,176;
0,31;36,524;37,012;36,904;27,471;36,028;36,865;34,804;86,988;501,736;96,15;276,743;2,2;23,279;232,476;42,932;214,661;0;9;0,669;9,48;756,084;9,48;0;16,344;21,422;0,03;1;2,516;217,8;120,567;156,176;
0,311;36,524;37,012;36,904;27,469;36,029;36,865;34,804;86,999;501,733;96,137;276,723;2,2;23,281;232,471;42,923;214,619;0;9;0,7;9,48;755,93;9,48;0;16,344;21,44;0,03;1;2,516;217,797;120,547;156,176;
0,312;36,525;37,013;36,905;27,468;36,029;36,866;34,803;87,01;501,73;96,124;276,704;2,2;23,284;232,466;42,915;214,577;0;9;0,731;9,48;755,778;9,48;0;16,344;21,457;0,03;1;2,516;217,794;120,528;156,176;
0,313;36,525;37,014;36,905;27,467;36,03;36,866;34,802;87,02;501,726;96,112;276,684;2,2;23,286;232,461;42,907;214,536;0;9;0,761;9,48;755,626;9,48;0;16,344;21,475;0,03;1;2,516;217,79;120,508;156,176;
0,314;36,526;37,015;36,906;27,465;36,03;36,866;34,802;87,031;501,723;96,099;276,665;2,2;23,288;232,456;42,899;214,495;0;9;0,79;9,48;755,475;9,48;0;16,344;21,492;0,03;1;2,516;217,787;120,489;156,176;
0,315;36,526;37,015;36,906;27,464;36,03;36,867;34,801;87,042;501,72;96,087;276,645;2,2;23,29;232,45;42,891;214,455;0;9;0,819;9,48;755,325;9,48;0;16,344;21,51;0,03;1;2,516;217,784;120,469;156,176;
0,316;36,527;37,016;36,907;27,463;36,031;36,867;34,8;87,052;501,717;96,075;276,625;2,2;23,292;232,445;42,882;214,414;0;9;0,848;9,48;755,176;9,48;0;16,344;21,528;0,03;1;2,516;217,78;120,449;156,176;
0,317;36,527;37,017;36,907;27,462;36,031;36,868;34,8;87,063;501,713;96,062;276,605;2,2;23,295;232,44;42,874;214,374;0;9;0,876;9,48;755,029;9,48;0;16,344;21,546;0,03;1;2,516;217,777;120,429;156,176;
0,318;36,528;37,017;36,908;27,461;36,032;36,868;34,799;87,074;501,71;96,05;276,585;2,2;23,297;232,434;42,866;214,334;0;9;0,904;9,48;754,882;9,48;0;16,344;21,563;0,03;1;2,516;217,774;120,409;156,176;
0,319;36,528;37,018;36,908;27,459;36,032;36,868;34,799;87,084;501,707;96,038;276,565;2,2;23,299;232,429;42,858;214,294;0;9;0,931;9,48;754,736;9,48;0;16,344;21,581;0,03;1;2,516;217,77;120,389;156,176;
0,32;36,529;37,019;36,909;27,458;36,033;36,869;34,798;87,095;501,703;96,026;276,545;2,2;23,301;232,423;42,851;214,255;0;9;0,959;9,48;754,591;9,48;0;16,344;21,599;0,03;1;2,516;217,767;120,369;156,176;
0,321;36,529;37,019;36,909;27,457;36,033;36,869;34,797;87,105;501,7;96,013;276,525;2,2;23,303;232,417;42,843;214,216;0;9;0,985;9,48;754,447;9,48;0;16,344;21,617;0,03;1;2,516;217,764;120,349;156,176;
0,322;36,53;37,02;36,91;27,456;36,034;36,87;34,797;87,115;501,697;96,001;276,505;2,2;23,305;232,411;42,835;214,177;0;9;1,012;9,48;754,304;9,48;0;16,344;21,635;0,03;1;2,516;217,76;120,329;156,176;
0,323;36,53;37,021;36,91;27,455;36,034;36,87;34,796;87,126;501,693;95,989;276,484;2,2;23,307;232,406;42,827;214,138;0;9;1,038;9,48;754,162;9,48;0;16,344;21,653;0,03;1;2,516;217,757;120,308;156,176;
0,324;36,531;37,021;36,911;27,453;36,034;36,87;34,796;87,136;501,69;95,977;276,464;2,2;23,309;232,4;42,82;214,1;0;9;1,063;9,48;754,021;9,48;0;16,344;21,672;0,03;1;2,516;217,754;120,288;156,176;
0,325;36,531;37,022;36,912;27,452;36,035;36,871;34,795;87,146;501,686;95,965;276,443;2,2;23,311;232,394;42,812;214,062;0;9;1,089;9,48;753,88;9,48;0;16,344;21,69;0,03;1;2,516;217,75;120,267;156,176;
0,326;36,532;37,023;36,912;27,451;36,035;36,871;34,794;87,157;501,683;95,953;276,423;2,2;23,313;232,388;42,804;214,024;0;9;1,114;9,48;753,741;9,48;0;16,344;21,708;0,03;1;2,516;217,747;120,247;156,176;
0,327;36,532;37,023;36,913;27,45;36,036;36,871;34,794;87,167;501,679;95,941;276,402;2,2;23,315;232,382;42,797;213,986;0;9;1,138;9,48;753,603;9,48;0;16,344;21,726;0,03;1;2,516;217,743;120,226;156,176;
0,328;36,533;37,024;36,913;27,449;36,036;36,872;34,793;87,177;501,676;95,929;276,381;2,2;23,317;232,375;42,789;213,948;0;9;1,162;9,48;753,465;9,48;0;16,344;21,745;0,03;1;2,516;217,74;120,205;156,176;
0,329;36,533;37,025;36,914;27,448;36,037;36,872;34,793;87,187;501,673;95,918;276,36;2,2;23,319;232,369;42,782;213,911;0;9;1,186;9,48;753,328;9,48;0;16,344;21,763;0,03;1;2,516;217,736;120,184;156,176;
0,33;36,534;37,025;36,914;27,447;36,037;36,872;34,792;87,197;501,669;95,906;276,339;2,2;23,321;232,363;42,774;213,874;0;9;1,21;9,48;753,192;9,48;0;16,344;21,781;0,03;1;2,516;217,733;120,163;156,176;
0,331;36,534;37,026;36,915;27,445;36,037;36,873;34,792;87,207;501,666;95,894;276,319;2,2;23,323;232,357;42,767;213,837;0;9;1,233;9,48;753,057;9,48;0;16,344;21,8;0,03;1;2,516;217,729;120,143;156,176;
0,332;36,535;37,027;36,915;27,444;36,038;36,873;34,791;87,217;501,662;95,882;276,298;2,2;23,325;232,35;42,76;213,801;0;9;1,256;9,48;752,923;9,48;0;16,344;21,818;0,03;1;2,516;217,726;120,122;156,176;
0,333;36,535;37,027;36,916;27,443;36,038;36,874;34,791;87,227;501,659;95,871;276,276;2,2;23,327;232,344;42,752;213,764;0;9;1,279;9,48;752,79;9,48;0;16,344;21,837;0,03;1;2,516;217,722;120,1;156,176;
0,334;36,536;37,028;36,916;27,442;36,039;36,874;34,79;87,237;501,655;95,859;276,255;2,2;23,329;232,338;42,745;213,728;0;9;1,301;9,48;752,657;9,48;0;16,344;21,855;0,03;1;2,516;217,719;120,079;156,176;
0,335;36,536;37,029;36,917;27,441;36,039;36,874;34,789;87,247;501,652;95,848;276,234;2,2;23,331;232,331;42,738;213,692;0;9;1,323;9,48;752,526;9,48;0;16,344;21,874;0,03;1;2,516;217,715;120,058;156,176;
0,336;36,537;37,029;36,917;27,44;36,039;36,875;34,789;87,257;501,648;95,836;276,213;2,2;23,333;232,325;42,731;213,657;0;9;1,344;9,48;752,395;9,48;0;16,344;21,892;0,03;1;2,516;217,712;120,037;156,176;
0,337;36,537;37,03;36,918;27,439;36,04;36,875;34,788;87,267;501,644;95,825;276,192;2,2;23,335;232,318;42,724;213,621;0;9;1,366;9,48;752,265;9,48;0;16,344;21,911;0,03;1;2,516;217,708;120,016;156,176;
0,338;36,538;37,031;36,918;27,438;36,04;36,875;34,788;87,277;501,641;95,813;276,171;2,2;23,337;232,312;42,717;213,586;0;9;1,387;9,48;752,135;9,48;0;16,344;21,93;0,03;1;2,516;217,705;119,995;156,176;
0,339;36,538;37,031;36,919;27,437;36,041;36,876;34,787;87,287;501,637;95,802;276,149;2,2;23,339;232,305;42,71;213,551;0;9;1,408;9,48;752,007;9,48;0;16,344;21,949;0,03;1;2,516;217,701;119,973;156,176;
0,34;36,539;37,032;36,919;27,436;36,041;36,876;34,787;87,296;501,634;95,79;276,128;2,2;23,341;232,298;42,703;213,516;0;9;1,428;9,48;751,879;9,48;0;16,344;21,967;0,03;1;2,516;217,698;119,952;156,176;
0,341;36,54;37,033;36,92;27,435;36,042;36,876;34,786;87,306;501,63;95,779;276,106;2,2;23,343;232,291;42,696;213,481;0;9;1,448;9,48;751,752;9,48;0;16,344;21,986;0,03;1;2,516;217,694;119,93;156,176;
0,342;36,54;37,033;36,92;27,434;36,042;36,877;34,786;87,316;501,627;95,768;276,085;2,2;23,344;232,285;42,689;213,447;0;9;1,468;9,48;751,626;9,48;0;16,344;22,005;0,03;1;2,516;217,69;119,909;156,176;
0,343;36,541;37,034;36,92;27,433;36,042;36,877;34,785;87,325;501,623;95,757;276,063;2,2;23,346;232,278;42,682;213,413;0;9;1,488;9,48;751,501;9,48;0;16,344;22,024;0,03;1;2,516;217,687;119,887;156,176;
0,344;36,541;37,035;36,921;27,432;36,043;36,877;34,785;87,335;501,62;95,745;276,042;2,2;23,348;232,271;42,675;213,379;0;9;1,507;9,48;751,376;9,48;0;16,344;22,043;0,03;1;2,516;217,683;119,866;156,176;
0,345;36,542;37,035;36,921;27,431;36,043;36,878;34,785;87,344;501,616;95,734;276,02;2,2;23,35;232,264;42,669;213,345;0;9;1,526;9,48;751,252;9,48;0;16,344;22,062;0,03;1;2,516;217,68;119,844;156,176;
0,346;36,542;37,036;36,922;27,43;36,044;36,878;34,784;87,354;501,612;95,723;275,999;2,2;23,352;232,257;42,662;213,311;0;9;1,545;9,48;751,129;9,48;0;16,344;22,081;0,03;1;2,516;217,676;119,823;156,176;
0,347;36,543;37,036;36,922;27,429;36,044;36,878;34,784;87,363;501,609;95,712;275,977;2,2;23,354;232,25;42,655;213,277;0;9;1,564;9,48;751,007;9,48;0;16,344;22,1;0,03;1;2,516;217,673;119,801;156,176;
0,348;36,543;37,037;36,923;27,428;36,044;36,879;34,783;87,373;501,605;95,701;275,955;2,2;23,355;232,244;42,648;213,244;0;9;1,582;9,48;750,885;9,48;0;16,344;22,119;0,03;1;2,516;217,669;119,779;156,176;
0,349;36,544;37,038;36,923;27,427;36,045;36,879;34,783;87,382;501,602;95,69;275,934;2,2;23,357;232,237;42,642;213,211;0;9;1,6;9,48;750,764;9,48;0;16,344;22,138;0,03;1;2,516;217,665;119,758;156,176;
0,35;36,544;37,038;36,924;27,426;36,045;36,879;34,782;87,392;501,598;95,679;275,912;2,2;23,359;232,23;42,635;213,178;0;9;1,618;9,48;750,644;9,48;0;16,344;22,157;0,03;1;2,516;217,662;119,736;156,176;
0,351;36,545;37,039;36,924;27,425;36,046;36,88;34,782;87,401;501,594;95,668;275,89;2,2;23,361;232,223;42,629;213,145;0;9;1,635;9,48;750,524;9,48;0;16,344;22,176;0,03;1;2,516;217,658;119,714;156,176;
0,352;36,545;37,04;36,925;27,424;36,046;36,88;34,781;87,41;501,591;95,657;275,869;2,2;23,363;232,215;42,622;213,113;0;9;1,652;9,48;750,405;9,48;0;16,344;22,195;0,03;1;2,516;217,654;119,693;156,176;
0,353;36,546;37,04;36,925;27,423;36,046;36,88;34,781;87,42;501,587;95,646;275,847;2,2;23,364;232,208;42,616;213,081;0;9;1,67;9,48;750,287;9,48;0;16,344;22,214;0,03;1;2,516;217,651;119,671;156,176;
0,354;36,546;37,041;36,926;27,422;36,047;36,881;34,78;87,429;501,583;95,636;275,825;2,2;23,366;232,201;42,609;213,048;0;9;1,686;9,48;750,17;9,48;0;16,344;22,234;0,03;1;2,516;217,647;119,649;156,176;
0,355;36,547;37,041;36,926;27,421;36,047;36,881;34,78;87,438;501,58;95,625;275,803;2,2;23,368;232,194;42,603;213,016;0;9;1,703;9,48;750,053;9,48;0;16,344;22,253;0,03;1;2,516;217,644;119,627;156,176;
0,356;36,547;37,042;36,927;27,42;36,048;36,881;34,78;87,447;501,576;95,614;275,781;2,2;23,369;232,187;42,597;212,985;0;9;1,719;9,48;749,937;9,48;0;16,344;22,272;0,03;1;2,516;217,64;119,605;156,176;
0,357;36,548;37,043;36,927;27,419;36,048;36,882;34,779;87,457;501,572;95,603;275,759;2,2;23,371;232,18;42,59;212,953;0;9;1,735;9,48;749,822;9,48;0;16,344;22,292;0,03;1;2,516;217,636;119,583;156,176;
0,358;36,548;37,043;36,927;27,418;36,048;36,882;34,779;87,466;501,569;95,593;275,738;2,2;23,373;232,173;42,584;212,921;0;9;1,751;9,48;749,707;9,48;0;16,344;22,311;0,03;1;2,516;217,633;119,562;156,176;
0,359;36,549;37,044;36,928;27,417;36,049;36,882;34,778;87,475;501,565;95,582;275,716;2,2;23,375;232,165;42,578;212,89;0;9;1,767;9,48;749,593;9,48;0;16,344;22,33;0,03;1;2,516;217,629;119,54;156,176;
0,36;36,549;37,044;36,928;27,416;36,049;36,883;34,778;87,484;501,562;95,571;275,694;2,2;23,376;232,158;42,571;212,859;0;9;1,782;9,48;749,479;9,48;0;16,344;22,35;0,03;1;2,516;217,625;119,518;156,176;
0,361;36,55;37,045;36,929;27,415;36,05;36,883;34,778;87,493;501,558;95,561;275,672;2,2;23,378;232,151;42,565;212,828;0;9;1,798;9,48;749,367;9,48;0;16,344;22,369;0,03;1;2,516;217,622;119,496;156,176;
0,362;36,55;37,046;36,929;27,414;36,05;36,883;34,777;87,502;501,554;95,55;275,65;2,2;23,38;232,144;42,559;212,797;0;9;1,813;9,48;749,254;9,48;0;16,344;22,388;0,03;1;2,516;217,618;119,474;156,176;
0,363;36,551;37,046;36,93;27,413;36,05;36,883;34,777;87,511;501,551;95,54;275,628;2,2;23,381;232,136;42,553;212,767;0;9;1,827;9,48;749,143;9,48;0;16,344;22,408;0,03;1;2,516;217,614;119,452;156,176;
0,364;36,551;37,047;36,93;27,412;36,051;36,884;34,776;87,52;501,547;95,529;275,606;2,2;23,383;232,129;42,547;212,736;0;9;1,842;9,48;749,032;9,48;0;16,344;22,427;0,03;1;2,516;217,611;119,43;156,176;
0,365;36,552;37,047;36,931;27,411;36,051;36,884;34,776;87,529;501,543;95,519;275,584;2,2;23,385;232,122;42,541;212,706;0;9;1,856;9,48;748,922;9,48;0;16,344;22,447;0,03;1;2,516;217,607;119,408;156,176;
0,366;36,552;37,048;36,931;27,411;36,052;36,884;34,776;87,537;501,54;95,509;275,562;2,2;23,386;232,114;42,535;212,676;0;9;1,871;9,48;748,812;9,48;0;16,344;22,467;0,03;1;2,516;217,603;119,386;156,176;
0,367;36,553;37,049;36,932;27,41;36,052;36,885;34,775;87,546;501,536;95,498;275,54;2,2;23,388;232,107;42,529;212,646;0;9;1,885;9,48;748,703;9,48;0;16,344;22,486;0,03;1;2,516;217,6;119,364;156,176;
