Time, h;T brain, °C;T core, °C;T blood, °C;T skin, °C;T body, °C;T muscles, °C;T fat, °C;HR, beats/min;CO, l/h;SV, mL/stroke;Metabolism, kcal/h;Met. skin, kcal/h;Heat flow skin, kcal/h;Sk conduct, kcal/h;Radiation, kcal/h;Air conv, kcal/h;Water conv, kcal/h;Resp los, kcal/h;Balance, kcal/h;Req evap, kcal/h;Poss evap, kcal/h;Real evap, kcal/h;Dripping, g/h;Evap sw rate, g/h;WL, g;Wettedness;Sweat eff;BF skin, l/h;BF muscles, l/h;Shivering, kcal/h;Activity MET, kcal/h;
0;36,844;36,942;36,798;34,332;36,159;36,13;35,726;74,975;318,32;70,902;70,979;2,2;15,476;29,531;27,572;27,572;0;9;0;9,48;8,49;9,48;0;16,344;16,344;0;1;10,9;26;0;70,98;
0,001;36,844;36,942;36,772;34,168;36,513;36,181;35,726;75,123;368,755;81,826;76,8;2,2;16,673;49,858;119,816;428,296;0;9;-489,793;9,48;1448,863;9,48;0;16,344;16,361;0,03;1;10,9;76,435;0;76,8;
0,002;36,844;36,942;36,748;34,012;36,497;36,183;35,725;74,646;366,444;81,833;76,8;2,2;23,03;55,203;118,707;424,33;0;9;-484,718;9,48;1448,863;9,48;0;16,344;16,377;0,03;1;8,588;76,435;0;76,8;
0,003;36,843;36,942;36,734;33,858;36,482;36,184;35,724;74,36;364,978;81,819;76,8;2,2;20,199;60,4;117,617;420,436;0;9;-479,735;9,48;1428,767;9,48;0;16,344;16,393;0,03;1;7,122;76,435;0;76,8;
0,004;36,842;36,941;36,726;33,706;36,466;36,186;35,722;74,208;364,904;81,971;85,753;2,2;16,724;65,465;116,547;416,609;0;9;-465,883;9,48;1409,694;9,48;0;16,344;16,41;0,03;1;5,558;77,926;8,953;76,8;
0,005;36,84;36,94;36,724;33,557;36,451;36,187;35,72;74,165;363,771;81,764;88,607;2,2;12,711;70,409;115,492;412,84;0;9;-458,207;9,48;1391,157;9,48;0;16,344;16,426;0,03;1;3,95;78,401;11,807;76,8;
0,006;36,838;36,939;36,725;33,41;36,436;36,189;35,718;74,196;362,803;81,512;91,408;2,2;8,814;75,24;114,455;409,131;0;9;-450,658;9,48;1373,109;9,48;0;16,344;16,442;0,03;1;2,516;78,867;14,608;76,8;
0,007;36,836;36,938;36,726;33,266;36,422;36,191;35,715;74,204;363,26;81,605;94,154;2,2;9,32;79,918;113,442;405,511;0;9;-443,281;9,48;1355,511;9,48;0;16,344;16,459;0,03;1;2,516;79,324;17,354;76,8;
0,008;36,834;36,938;36,726;33,126;36,407;36,193;35,712;74,197;363,704;81,713;96,818;2,2;9,807;84,45;112,454;401,979;0;9;-436,096;9,48;1338,347;9,48;0;16,344;16,475;0,03;1;2,516;79,767;20,018;76,8;
0,009;36,832;36,937;36,725;32,989;36,394;36,195;35,708;74,179;364,134;81,829;99,405;2,2;10,276;88,843;111,489;398,531;0;9;-429,097;9,48;1321,75;9,48;0;16,344;16,491;0,03;1;2,516;80,198;22,605;76,8;
0,01;36,83;36,936;36,723;32,855;36,38;36,196;35,705;74,155;364,553;81,951;101,919;2,2;10,729;93,102;110,548;395,166;0;9;-422,276;9,48;1305,696;9,48;0;16,344;16,508;0,03;1;2,516;80,616;25,119;76,8;
0,011;36,828;36,935;36,722;32,724;36,367;36,198;35,701;74,126;364,959;82,074;104,363;2,2;11,167;97,233;109,629;391,882;0;9;-415,629;9,48;1290,161;9,48;0;16,344;16,524;0,03;1;2,516;81,023;27,563;76,8;
0,012;36,825;36,934;36,72;32,596;36,354;36,2;35,696;74,094;365,355;82,198;106,739;2,2;11,591;101,242;108,732;388,675;0;9;-409,148;9,48;1275,123;9,48;0;16,344;16,54;0,03;1;2,516;81,419;29,939;76,8;
0,013;36,822;36,934;36,719;32,471;36,341;36,202;35,692;74,061;365,74;82,322;109,051;2,2;12;105,132;107,856;385,543;0;9;-402,829;9,48;1260,561;9,48;0;16,344;16,557;0,03;1;2,516;81,804;32,251;76,8;
0,014;36,82;36,933;36,717;32,35;36,329;36,205;35,687;74,026;366,114;82,444;111,301;2,2;12,396;108,909;107,001;382,486;0;9;-396,666;9,48;1246,457;9,48;0;16,344;16,573;0,03;1;2,516;82,178;34,501;76,8;
0,015;36,817;36,932;36,715;32,23;36,317;36,207;35,682;73,992;366,479;82,565;113,491;2,2;12,779;112,576;106,165;379,499;0;9;-390,655;9,48;1232,791;9,48;0;16,344;16,59;0,03;1;2,516;82,543;36,691;76,8;
0,016;36,814;36,931;36,714;32,114;36,305;36,209;35,676;73,958;366,834;82,683;115,624;2,2;13,149;116,138;105,349;376,583;0;9;-384,789;9,48;1219,545;9,48;0;16,344;16,606;0,03;1;2,516;82,898;38,824;76,8;
0,017;36,811;36,93;36,712;32;36,293;36,211;35,671;73,924;367,18;82,799;117,702;2,2;13,508;119,599;104,552;373,734;0;9;-379,065;9,48;1206,704;9,48;0;16,344;16,622;0,03;1;2,516;83,244;40,902;76,8;
0,018;36,808;36,929;36,71;31,889;36,282;36,213;35,665;73,891;367,517;82,912;119,727;2,2;13,855;122,961;103,774;370,951;0;9;-373,479;9,48;1194,25;9,48;0;16,344;16,639;0,03;1;2,516;83,581;42,927;76,8;
0,019;36,804;36,929;36,709;31,78;36,271;36,215;35,66;73,858;367,845;83,023;121,7;2,2;14,191;126,23;103,013;368,232;0;9;-368,026;9,48;1182,169;9,48;0;16,344;16,655;0,03;1;2,516;83,909;44,9;76,8;
0,02;36,801;36,928;36,707;31,674;36,26;36,217;35,654;73,826;368,166;83,131;123,624;2,2;14,516;129,407;102,27;365,576;0;9;-362,702;9,48;1170,447;9,48;0;16,344;16,671;0,03;1;2,516;84,229;46,824;76,8;
0,021;36,798;36,927;36,705;31,57;36,25;36,219;35,648;73,795;368,478;83,237;125,501;2,2;14,831;132,496;101,544;362,98;0;9;-357,504;9,48;1159,07;9,48;0;16,344;16,688;0,03;1;2,516;84,542;48,701;76,8;
0,022;36,794;36,926;36,704;31,468;36,239;36,221;35,641;73,764;368,783;83,34;127,331;2,2;15,136;135,5;100,834;360,443;0;9;-352,427;9,48;1148,025;9,48;0;16,344;16,704;0,03;1;2,516;84,846;50,531;76,8;
0,023;36,791;36,925;36,702;31,369;36,229;36,223;35,635;73,735;369,08;83,441;129,117;2,2;15,431;138,421;100,141;357,964;0;9;-347,468;9,48;1137,299;9,48;0;16,344;16,72;0,03;1;2,516;85,144;52,317;76,8;
0,024;36,787;36,924;36,701;31,271;36,219;36,225;35,628;73,706;369,37;83,539;130,86;2,2;15,717;141,263;99,463;355,541;0;9;-342,624;9,48;1126,881;9,48;0;16,344;16,737;0,03;1;2,516;85,434;54,06;76,8;
0,025;36,783;36,923;36,7;31,176;36,209;36,227;35,622;73,678;369,653;83,635;132,562;2,2;15,994;144,028;98,8;353,172;0;9;-337,891;9,48;1116,759;9,48;0;16,344;16,753;0,03;1;2,516;85,717;55,762;76,8;
0,026;36,78;36,922;36,698;31,083;36,2;36,229;35,615;73,65;369,93;83,729;134,223;2,2;16,262;146,718;98,152;350,856;0;9;-333,266;9,48;1106,923;9,48;0;16,344;16,769;0,03;1;2,516;85,994;57,423;76,8;
0,027;36,776;36,922;36,697;30,992;36,191;36,232;35,608;73,623;370,2;83,821;135,846;2,2;16,522;149,337;97,519;348,592;0;9;-328,746;9,48;1097,362;9,48;0;16,344;16,786;0,03;1;2,516;86,264;59,046;76,8;
0,028;36,772;36,921;36,696;30,903;36,181;36,234;35,601;73,597;370,464;83,91;137,431;2,2;16,774;151,885;96,9;346,378;0;9;-324,328;9,48;1088,067;9,48;0;16,344;16,802;0,03;1;2,516;86,528;60,631;76,8;
0,029;36,768;36,92;36,694;30,816;36,172;36,236;35,594;73,572;370,722;83,998;138,98;2,2;17,018;154,366;96,294;344,214;0;9;-320,009;9,48;1079,027;9,48;0;16,344;16,818;0,03;1;2,516;86,785;62,18;76,8;
0,03;36,764;36,919;36,693;30,73;36,164;36,238;35,587;73,547;370,973;84,083;140,493;2,2;17,254;156,781;95,702;342,097;0;9;-315,786;9,48;1070,235;9,48;0;16,344;16,835;0,03;1;2,516;87,037;63,693;76,8;
0,031;36,76;36,918;36,692;30,647;36,155;36,24;35,58;73,523;371,22;84,166;141,973;2,2;17,484;159,133;95,123;340,026;0;9;-311,657;9,48;1061,681;9,48;0;16,344;16,851;0,03;1;2,516;87,284;65,173;76,8;
0,032;36,756;36,917;36,691;30,565;36,147;36,242;35,572;73,5;371,461;84,248;143,419;2,2;17,706;161,424;94,556;338,001;0;9;-307,619;9,48;1053,357;9,48;0;16,344;16,867;0,03;1;2,516;87,524;66,619;76,8;
0,033;36,752;36,916;36,69;30,485;36,138;36,244;35,565;73,477;371,696;84,327;144,834;2,2;17,921;163,654;94,002;336,02;0;9;-303,669;9,48;1045,255;9,48;0;16,344;16,884;0,03;1;2,516;87,76;68,034;76,8;
0,034;36,748;36,915;36,688;30,406;36,13;36,246;35,557;73,455;371,926;84,405;146,217;2,2;18,13;165,827;93,46;334,082;0;9;-299,806;9,48;1037,369;9,48;0;16,344;16,9;0,03;1;2,516;87,99;69,417;76,8;
0,035;36,744;36,914;36,687;30,33;36,122;36,248;35,55;73,433;372,152;84,481;147,571;2,2;18,332;167,944;92,929;332,186;0;9;-296,026;9,48;1029,689;9,48;0;16,344;16,916;0,03;1;2,516;88,215;70,771;76,8;
0,036;36,74;36,913;36,686;30,255;36,115;36,249;35,542;73,412;372,372;84,555;148,895;2,2;18,528;170,006;92,41;330,331;0;9;-292,328;9,48;1022,211;9,48;0;16,344;16,933;0,03;1;2,516;88,436;72,095;76,8;
0,037;36,736;36,912;36,685;30,181;36,107;36,251;35,535;73,392;372,588;84,628;150,191;2,2;18,719;172,016;91,902;328,516;0;9;-288,708;9,48;1014,926;9,48;0;16,344;16,949;0,03;1;2,516;88,652;73,391;76,8;
0,038;36,732;36,912;36,684;30,109;36,1;36,253;35,527;73,372;372,799;84,698;151,46;2,2;18,903;173,974;91,406;326,74;0;9;-285,166;9,48;1007,829;9,48;0;16,344;16,965;0,03;1;2,516;88,863;74,66;76,8;
0,039;36,728;36,911;36,683;30,038;36,092;36,255;35,519;73,353;373,006;84,768;152,702;2,2;19,082;175,883;90,919;325,001;0;9;-281,699;9,48;1000,913;9,48;0;16,344;16,982;0,03;1;2,516;89,069;75,902;76,8;
0,04;36,724;36,91;36,682;29,969;36,085;36,257;35,511;73,334;373,208;84,835;153,918;2,2;19,256;177,744;90,443;323,299;0;9;-278,305;9,48;994,173;9,48;0;16,344;16,998;0,03;1;2,516;89,272;77,118;76,8;
0,041;36,72;36,909;36,681;29,901;36,078;36,259;35,503;73,316;373,406;84,902;155,109;2,2;19,424;179,557;89,977;321,634;0;9;-274,983;9,48;987,603;9,48;0;16,344;17,014;0,03;1;2,516;89,47;78,309;76,8;
0,042;36,716;36,908;36,681;29,835;36,071;36,261;35,495;73,298;373,601;84,967;156,276;2,2;19,588;181,325;89,521;320,003;0;9;-271,729;9,48;981,197;9,48;0;16,344;17,031;0,03;1;2,516;89,664;79,476;76,8;
0,043;36,712;36,907;36,68;29,77;36,064;36,262;35,487;73,28;373,791;85,03;157,418;2,2;19,746;183,049;89,074;318,407;0;9;-268,543;9,48;974,95;9,48;0;16,344;17,047;0,03;1;2,516;89,855;80,618;76,8;
0,044;36,708;36,906;36,679;29,706;36,058;36,264;35,479;73,263;373,977;85,092;158,538;2,2;19,9;184,73;88,637;316,843;0;9;-265,423;9,48;968,858;9,48;0;16,344;17,064;0,03;1;2,516;90,041;81,738;76,8;
0,045;36,703;36,905;36,678;29,644;36,051;36,266;35,471;73,247;374,16;85,153;159,636;2,2;20,05;186,37;88,209;315,313;0;9;-262,367;9,48;962,915;9,48;0;16,344;17,08;0,03;1;2,516;90,224;82,836;76,8;
0,046;36,699;36,904;36,677;29,583;36,045;36,268;35,463;73,231;374,339;85,212;160,711;2,2;20,195;187,969;87,79;313,814;0;9;-259,374;9,48;957,116;9,48;0;16,344;17,096;0,03;1;2,516;90,403;83,911;76,8;
0,047;36,695;36,903;36,676;29,523;36,039;36,269;35,455;73,216;374,514;85,27;161,766;2,2;20,336;189,528;87,379;312,346;0;9;-256,441;9,48;951,458;9,48;0;16,344;17,113;0,03;1;2,516;90,578;84,966;76,8;
0,048;36,691;36,903;36,676;29,464;36,032;36,271;35,447;73,2;374,686;85,327;162,799;2,2;20,472;191,049;86,977;310,909;0;9;-253,567;9,48;945,936;9,48;0;16,344;17,129;0,03;1;2,516;90,75;85,999;76,8;
0,049;36,687;36,902;36,675;29,406;36,026;36,273;35,439;73,186;374,855;85,382;163,813;2,2;20,605;192,533;86,583;309,501;0;9;-250,752;9,48;940,546;9,48;0;16,344;17,145;0,03;1;2,516;90,919;87,013;76,8;
0,05;36,683;36,901;36,674;29,35;36,02;36,274;35,431;73,171;375,021;85,437;164,807;2,2;20,734;193,981;86,197;308,122;0;9;-247,993;9,48;935,283;9,48;0;16,344;17,162;0,03;1;2,516;91,084;88,007;76,8;
0,051;36,679;36,9;36,674;29,294;36,015;36,276;35,423;73,157;375,183;85,49;165,782;2,2;20,859;195,394;85,819;306,77;0;9;-245,288;9,48;930,145;9,48;0;16,344;17,178;0,03;1;2,516;91,247;88,982;76,8;
0,052;36,675;36,899;36,673;29,24;36,009;36,278;35,414;73,144;375,342;85,542;166,738;2,2;20,981;196,772;85,449;305,446;0;9;-242,638;9,48;925,127;9,48;0;16,344;17,194;0,03;1;2,516;91,406;89,938;76,8;
0,053;36,671;36,898;36,672;29,187;36,003;36,279;35,406;73,131;375,498;85,593;167,677;2,2;21,099;198,117;85,086;304,149;0;9;-240,039;9,48;920,225;9,48;0;16,344;17,211;0,03;1;2,516;91,562;90,877;76,8;
0,054;36,667;36,897;36,672;29,134;35,998;36,281;35,398;73,118;375,652;85,643;168,598;2,2;21,214;199,43;84,73;302,878;0;9;-237,492;9,48;915,437;9,48;0;16,344;17,227;0,03;1;2,516;91,715;91,798;76,8;
0,055;36,663;36,896;36,671;29,083;35,992;36,282;35,39;73,105;375,802;85,692;169,501;2,2;21,326;200,712;84,382;301,633;0;9;-234,994;9,48;910,759;9,48;0;16,344;17,243;0,03;1;2,516;91,866;92,701;76,8;
0,056;36,659;36,896;36,67;29,033;35,987;36,284;35,381;73,093;375,95;85,74;170,388;2,2;21,434;201,962;84,04;300,412;0;9;-232,545;9,48;906,187;9,48;0;16,344;17,26;0,03;1;2,516;92,013;93,588;76,8;
0,057;36,654;36,895;36,67;28,984;35,982;36,285;35,373;73,081;376,095;85,787;171,259;2,2;21,54;203,183;83,706;299,216;0;9;-230,144;9,48;901,719;9,48;0;16,344;17,276;0,03;1;2,516;92,158;94,459;76,8;
0,058;36,65;36,894;36,669;28,935;35,977;36,287;35,365;73,07;376,237;85,833;172,113;2,2;21,642;204,375;83,378;298,043;0;9;-227,788;9,48;897,352;9,48;0;16,344;17,292;0,03;1;2,516;92,301;95,313;76,8;
0,059;36,647;36,893;36,669;28,888;35,972;36,288;35,357;73,059;376,376;85,878;172,952;2,2;21,742;205,539;83,056;296,893;0;9;-225,478;9,48;893,082;9,48;0;16,344;17,309;0,03;1;2,516;92,44;96,152;76,8;
0,06;36,643;36,892;36,668;28,841;35,967;36,29;35,348;73,048;376,514;85,922;173,776;2,2;21,839;206,675;82,741;295,766;0;9;-223,212;9,48;888,908;9,48;0;16,344;17,325;0,03;1;2,516;92,577;96,976;76,8;
0,061;36,639;36,891;36,668;28,796;35,962;36,291;35,34;73,037;376,648;85,965;174,586;2,2;21,933;207,784;82,432;294,662;0;9;-220,989;9,48;884,826;9,48;0;16,344;17,341;0,03;1;2,516;92,712;97,786;76,8;
0,062;36,635;36,891;36,667;28,751;35,957;36,292;35,332;73,027;376,781;86,008;175,38;2,2;22,025;208,867;82,129;293,578;0;9;-218,807;9,48;880,834;9,48;0;16,344;17,358;0,03;1;2,516;92,844;98,58;76,8;
0,063;36,631;36,89;36,667;28,707;35,952;36,294;35,323;73,017;376,911;86,049;176,161;2,2;22,114;209,925;81,831;292,516;0;9;-216,667;9,48;876,928;9,48;0;16,344;17,374;0,03;1;2,516;92,974;99,361;76,8;
0,064;36,627;36,889;36,666;28,664;35,948;36,295;35,315;73,007;377,038;86,09;176,928;2,2;22,201;210,958;81,54;291,474;0;9;-214,567;9,48;873,108;9,48;0;16,344;17,39;0,03;1;2,516;93,102;100,128;76,8;
0,065;36,623;36,888;36,666;28,621;35,943;36,296;35,307;72,997;377,164;86,13;177,681;2,2;22,285;211,967;81,254;290,453;0;9;-212,506;9,48;869,37;9,48;0;16,344;17,407;0,03;1;2,516;93,227;100,881;76,8;
0,066;36,619;36,887;36,665;28,58;35,939;36,298;35,299;72,988;377,287;86,169;178,422;2,2;22,367;212,953;80,974;289,45;0;9;-210,484;9,48;865,712;9,48;0;16,344;17,423;0,03;1;2,516;93,351;101,622;76,8;
0,067;36,615;36,887;36,665;28,539;35,934;36,299;35,29;72,979;377,408;86,207;179,149;2,2;22,447;213,916;80,699;288,468;0;9;-208,498;9,48;862,133;9,48;0;16,344;17,439;0,03;1;2,516;93,472;102,349;76,8;
0,068;36,612;36,886;36,664;28,499;35,93;36,3;35,282;72,97;377,527;86,245;179,864;2,2;22,525;214,856;80,429;287,503;0;9;-206,549;9,48;858,629;9,48;0;16,344;17,456;0,03;1;2,516;93,591;103,064;76,8;
0,069;36,608;36,885;36,664;28,46;35,926;36,301;35,274;72,962;377,644;86,282;180,567;2,2;22,601;215,775;80,165;286,558;0;9;-204,636;9,48;855,199;9,48;0;16,344;17,472;0,03;1;2,516;93,708;103,767;76,8;
0,07;36,604;36,884;36,663;28,421;35,922;36,302;35,266;72,953;377,759;86,318;181,258;2,2;22,675;216,672;79,905;285,63;0;9;-202,758;9,48;851,84;9,48;0;16,344;17,488;0,03;1;2,516;93,823;104,458;76,8;
0,071;36,6;36,883;36,663;28,383;35,917;36,303;35,258;72,945;377,872;86,353;181,937;2,2;22,747;217,549;79,65;284,719;0;9;-200,914;9,48;848,552;9,48;0;16,344;17,505;0,03;1;2,516;93,936;105,137;76,8;
0,072;36,597;36,883;36,663;28,346;35,913;36,305;35,249;72,937;377,983;86,388;182,605;2,2;22,817;218,406;79,4;283,826;0;9;-199,103;9,48;845,332;9,48;0;16,344;17,521;0,03;1;2,516;94,047;105,805;76,8;
0,073;36,593;36,882;36,662;28,309;35,909;36,306;35,241;72,93;378,092;86,422;183,261;2,2;22,885;219,243;79,155;282,949;0;9;-197,324;9,48;842,178;9,48;0;16,344;17,538;0,03;1;2,516;94,156;106,461;76,8;
0,074;36,59;36,881;36,662;28,273;35,905;36,307;35,233;72,922;378,2;86,456;183,907;2,2;22,951;220,061;78,914;282,089;0;9;-195,577;9,48;839,088;9,48;0;16,344;17,554;0,03;1;2,516;94,264;107,107;76,8;
0,075;36,586;36,88;36,661;28,238;35,902;36,308;35,225;72,915;378,306;86,489;184,541;2,2;23,016;220,861;78,678;281,244;0;9;-193,862;9,48;836,062;9,48;0;16,344;17,57;0,03;1;2,516;94,369;107,741;76,8;
0,076;36,582;36,88;36,661;28,203;35,898;36,309;35,217;72,908;378,409;86,521;185,166;2,2;23,079;221,642;78,446;280,415;0;9;-192,177;9,48;833,096;9,48;0;16,344;17,587;0,03;1;2,516;94,473;108,366;76,8;
0,077;36,579;36,879;36,661;28,169;35,894;36,31;35,209;72,901;378,512;86,552;185,78;2,2;23,141;222,405;78,219;279,602;0;9;-190,522;9,48;830,19;9,48;0;16,344;17,603;0,03;1;2,516;94,575;108,98;76,8;
0,078;36,575;36,878;36,66;28,136;35,891;36,311;35,201;72,894;378,612;86,583;186,384;2,2;23,2;223,152;77,995;278,803;0;9;-188,895;9,48;827,343;9,48;0;16,344;17,619;0,03;1;2,516;94,676;109,584;76,8;
0,079;36,572;36,878;36,66;28,103;35,887;36,312;35,193;72,887;378,711;86,614;186,978;2,2;23,259;223,881;77,776;278,019;0;9;-187,298;9,48;824,551;9,48;0;16,344;17,636;0,03;1;2,516;94,775;110,178;76,8;
0,08;36,568;36,877;36,66;28,071;35,883;36,313;35,185;72,881;378,808;86,644;187,563;2,2;23,316;224,594;77,56;277,249;0;9;-185,728;9,48;821,815;9,48;0;16,344;17,652;0,03;1;2,516;94,872;110,763;76,8;
0,081;36,565;36,876;36,659;28,039;35,88;36,314;35,177;72,874;378,904;86,673;188,138;2,2;23,371;225,291;77,349;276,493;0;9;-184,185;9,48;819,133;9,48;0;16,344;17,668;0,03;1;2,516;94,968;111,338;76,8;
0,082;36,561;36,875;36,659;28,008;35,876;36,315;35,169;72,868;378,998;86,702;188,704;2,2;23,426;225,972;77,141;275,751;0;9;-182,669;9,48;816,503;9,48;0;16,344;17,685;0,03;1;2,516;95,062;111,904;76,8;
0,083;36,558;36,875;36,659;27,977;35,873;36,315;35,161;72,862;379,091;86,731;189,261;2,2;23,478;226,638;76,937;275,022;0;9;-181,179;9,48;813,924;9,48;0;16,344;17,701;0,03;1;2,516;95,155;112,461;76,8;
0,084;36,555;36,874;36,659;27,947;35,87;36,316;35,153;72,856;379,182;86,758;189,809;2,2;23,53;227,289;76,737;274,306;0;9;-179,715;9,48;811,395;9,48;0;16,344;17,717;0,03;1;2,516;95,246;113,009;76,8;
0,085;36,551;36,873;36,658;27,917;35,866;36,317;35,145;72,851;379,272;86,786;190,348;2,2;23,58;227,925;76,54;273,602;0;9;-178,275;9,48;808,914;9,48;0;16,344;17,734;0,03;1;2,516;95,336;113,548;76,8;
0,086;36,548;36,873;36,658;27,888;35,863;36,318;35,137;72,845;379,361;86,813;190,879;2,2;23,629;228,547;76,347;272,912;0;9;-176,86;9,48;806,481;9,48;0;16,344;17,75;0,03;1;2,516;95,424;114,079;76,8;
0,087;36,545;36,872;36,658;27,859;35,86;36,319;35,129;72,84;379,448;86,839;191,402;2,2;23,677;229,155;76,157;272,233;0;9;-175,469;9,48;804,094;9,48;0;16,344;17,766;0,03;1;2,516;95,511;114,602;76,8;
0,088;36,542;36,871;36,657;27,831;35,857;36,319;35,121;72,834;379,533;86,865;191,917;2,2;23,724;229,75;75,971;271,566;0;9;-174,101;9,48;801,752;9,48;0;16,344;17,783;0,03;1;2,516;95,597;115,117;76,8;
0,089;36,538;36,871;36,657;27,804;35,854;36,32;35,113;72,829;379,618;86,891;192,423;2,2;23,77;230,332;75,787;270,911;0;9;-172,757;9,48;799,454;9,48;0;16,344;17,799;0,03;1;2,516;95,681;115,623;76,8;
0,09;36,535;36,87;36,657;27,776;35,851;36,321;35,106;72,824;379,701;86,916;192,922;2,2;23,814;230,9;75,607;270,268;0;9;-171,434;9,48;797,199;9,48;0;16,344;17,815;0,03;1;2,516;95,764;116,122;76,8;
0,091;36,532;36,869;36,657;27,75;35,848;36,321;35,098;72,819;379,782;86,94;193,413;2,2;23,858;231,456;75,431;269,635;0;9;-170,134;9,48;794,985;9,48;0;16,344;17,832;0,03;1;2,516;95,846;116,613;76,8;
0,092;36,529;36,869;36,656;27,723;35,845;36,322;35,09;72,814;379,863;86,964;193,896;2,2;23,9;232;75,257;269,014;0;9;-168,855;9,48;792,813;9,48;0;16,344;17,848;0,03;1;2,516;95,927;117,096;76,8;
0,093;36,526;36,868;36,656;27,697;35,842;36,323;35,082;72,809;379,942;86,988;194,372;2,2;23,942;232,531;75,086;268,403;0;9;-167,597;9,48;790,68;9,48;0;16,344;17,864;0,03;1;2,516;96,006;117,572;76,8;
0,094;36,523;36,868;36,656;27,672;35,839;36,323;35,075;72,805;380,02;87,012;194,841;2,2;23,983;233,051;74,918;267,803;0;9;-166,36;9,48;788,586;9,48;0;16,344;17,881;0,03;1;2,516;96,084;118,041;76,8;
0,095;36,52;36,867;36,656;27,647;35,836;36,324;35,067;72,8;380,097;87,035;195,303;2,2;24,022;233,559;74,753;267,213;0;9;-165,144;9,48;786,53;9,48;0;16,344;17,897;0,03;1;2,516;96,161;118,503;76,8;
0,096;36,517;36,866;36,655;27,622;35,834;36,324;35,06;72,796;380,173;87,058;195,758;2,2;24,061;234,057;74,591;266,633;0;9;-163,946;9,48;784,511;9,48;0;16,344;17,913;0,03;1;2,516;96,236;118,958;76,8;
0,097;36,514;36,866;36,655;27,598;35,831;36,325;35,052;72,791;380,247;87,08;196,206;2,2;24,099;234,543;74,431;266,063;0;9;-162,769;9,48;782,528;9,48;0;16,344;17,93;0,03;1;2,516;96,311;119,406;76,8;
0,098;36,511;36,865;36,655;27,574;35,828;36,326;35,045;72,787;380,321;87,102;196,647;2,2;24,136;235,018;74,274;265,502;0;9;-161,61;9,48;780,581;9,48;0;16,344;17,946;0,03;1;2,516;96,384;119,847;76,8;
0,099;36,508;36,865;36,655;27,551;35,825;36,326;35,037;72,783;380,393;87,123;197,082;2,2;24,172;235,483;74,12;264,951;0;9;-160,47;9,48;778,668;9,48;0;16,344;17,962;0,03;1;2,516;96,457;120,282;76,8;
0,1;36,505;36,864;36,655;27,527;35,823;36,327;35,03;72,779;380,464;87,145;197,51;2,2;24,208;235,938;73,968;264,409;0;9;-159,348;9,48;776,789;9,48;0;16,344;17,979;0,03;1;2,516;96,528;120,71;76,8;
0,101;36,502;36,863;36,654;27,505;35,82;36,327;35,022;72,775;380,535;87,166;197,932;2,2;24,242;236,383;73,819;263,876;0;9;-158,244;9,48;774,943;9,48;0;16,344;17,995;0,03;1;2,516;96,598;121,132;76,8;
0,102;36,499;36,863;36,654;27,482;35,818;36,327;35,015;72,771;380,604;87,186;198,348;2,2;24,276;236,818;73,673;263,352;0;9;-157,158;9,48;773,129;9,48;0;16,344;18,012;0,03;1;2,516;96,668;121,548;76,8;
0,103;36,496;36,862;36,654;27,46;35,815;36,328;35,007;72,767;380,672;87,207;198,758;2,2;24,309;237,244;73,529;262,837;0;9;-156,089;9,48;771,347;9,48;0;16,344;18,028;0,03;1;2,516;96,736;121,958;76,8;
0,104;36,493;36,862;36,654;27,439;35,813;36,328;35;72,763;380,739;87,227;199,161;2,2;24,342;237,66;73,387;262,33;0;9;-155,036;9,48;769,595;9,48;0;16,344;18,044;0,03;1;2,516;96,803;122,361;76,8;
0,105;36,491;36,861;36,654;27,417;35,81;36,329;34,993;72,759;380,805;87,246;199,559;2,2;24,373;238,067;73,247;261,831;0;9;-154;9,48;767,873;9,48;0;16,344;18,061;0,03;1;2,516;96,869;122,759;76,8;
0,106;36,488;36,861;36,653;27,396;35,808;36,329;34,986;72,755;380,871;87,266;199,951;2,2;24,404;238,465;73,11;261,341;0;9;-152,981;9,48;766,181;9,48;0;16,344;18,077;0,03;1;2,516;96,934;123,151;76,8;
0,107;36,485;36,86;36,653;27,376;35,805;36,329;34,978;72,752;380,935;87,285;200,337;2,2;24,435;238,855;72,975;260,858;0;9;-151,977;9,48;764,517;9,48;0;16,344;18,093;0,03;1;2,516;96,999;123,537;76,8;
0,108;36,483;36,86;36,653;27,355;35,803;36,33;34,971;72,748;380,998;87,304;200,718;2,2;24,465;239,236;72,842;260,383;0;9;-150,988;9,48;762,881;9,48;0;16,344;18,11;0,03;1;2,516;97,062;123,918;76,8;
0,109;36,48;36,859;36,653;27,335;35,801;36,33;34,964;72,744;381,061;87,322;201,094;2,2;24,494;239,608;72,712;259,916;0;9;-150,015;9,48;761,273;9,48;0;16,344;18,126;0,03;1;2,516;97,125;124,294;76,8;
0,11;36,477;36,858;36,653;27,315;35,799;36,33;34,957;72,741;381,122;87,341;201,464;2,2;24,522;239,973;72,583;259,457;0;9;-149,057;9,48;759,692;9,48;0;16,344;18,142;0,03;1;2,516;97,186;124,664;76,8;
0,111;36,475;36,858;36,653;27,296;35,796;36,331;34,95;72,738;381,183;87,359;201,828;2,2;24,55;240,329;72,456;259,004;0;9;-148,113;9,48;758,136;9,48;0;16,344;18,159;0,03;1;2,516;97,247;125,028;76,8;
