Time, h;T brain, °C;T core, °C;T blood, °C;T skin, °C;T body, °C;T muscles, °C;T fat, °C;HR, beats/min;CO, l/h;SV, mL/stroke;Metabolism, kcal/h;Met. skin, kcal/h;Heat flow skin, kcal/h;Sk conduct, kcal/h;Radiation, kcal/h;Air conv, kcal/h;Water conv, kcal/h;Resp los, kcal/h;Balance, kcal/h;Req evap, kcal/h;Poss evap, kcal/h;Real evap, kcal/h;Dripping, g/h;Evap sw rate, g/h;WL, g;Wettedness;Sweat eff;BF skin, l/h;BF muscles, l/h;Shivering, kcal/h;Activity MET, kcal/h;
0,252;36,282;36,816;36,624;26,023;35,622;36,245;34,284;72,172;385,207;88,973;226,003;2,2;26,064;254,756;64,45;230,383;0;9;-87,311;9,48;660,51;9,48;0;16,344;20,463;0,03;1;2,516;101,271;149,203;76,8;
0,253;36,281;36,816;36,624;26,019;35,622;36,243;34,281;72,165;385,22;88,984;226,081;2,2;26,068;254,757;64,424;230,292;0;9;-87,117;9,48;660,199;9,48;0;16,344;20,48;0,03;1;2,516;101,284;149,281;76,8;
0,254;36,28;36,816;36,624;26,015;35,621;36,242;34,278;72,159;385,233;88,994;226,158;2,2;26,072;254,756;64,399;230,203;0;9;-86,925;9,48;659,891;9,48;0;16,344;20,496;0,03;1;2,516;101,297;149,358;76,8;
0,255;36,28;36,815;36,623;26,011;35,62;36,241;34,276;72,153;385,246;89,005;226,235;2,2;26,076;254,756;64,374;230,113;0;9;-86,734;9,48;659,585;9,48;0;16,344;20,512;0,03;1;2,516;101,309;149,435;76,8;
0,256;36,279;36,815;36,623;26,007;35,619;36,24;34,273;72,147;385,258;89,016;226,311;2,2;26,08;254,755;64,349;230,025;0;9;-86,544;9,48;659,281;9,48;0;16,344;20,529;0,03;1;2,516;101,322;149,511;76,8;
0,257;36,278;36,815;36,623;26,003;35,619;36,239;34,27;72,14;385,271;89,026;226,387;2,2;26,084;254,753;64,325;229,937;0;9;-86,356;9,48;658,979;9,48;0;16,344;20,545;0,03;1;2,516;101,335;149,587;76,8;
0,258;36,278;36,815;36,622;25,999;35,618;36,238;34,267;72,134;385,283;89,037;226,462;2,2;26,087;254,751;64,3;229,85;0;9;-86,169;9,48;658,679;9,48;0;16,344;20,561;0,03;1;2,516;101,347;149,662;76,8;
0,259;36,277;36,814;36,622;25,995;35,617;36,237;34,264;72,128;385,296;89,048;226,537;2,2;26,091;254,749;64,276;229,763;0;9;-85,983;9,48;658,381;9,48;0;16,344;20,578;0,03;1;2,516;101,36;149,737;76,8;
0,26;36,276;36,814;36,622;25,991;35,616;36,236;34,262;72,121;385,308;89,059;226,611;2,2;26,095;254,746;64,252;229,677;0;9;-85,799;9,48;658,086;9,48;0;16,344;20,594;0,03;1;2,516;101,372;149,811;76,8;
0,261;36,276;36,814;36,621;25,987;35,615;36,235;34,259;72,115;385,32;89,07;226,684;2,2;26,098;254,742;64,228;229,591;0;9;-85,616;9,48;657,792;9,48;0;16,344;20,61;0,03;1;2,516;101,384;149,884;76,8;
0,262;36,275;36,814;36,621;25,983;35,615;36,234;34,256;72,108;385,333;89,08;226,758;2,2;26,102;254,739;64,204;229,506;0;9;-85,434;9,48;657,5;9,48;0;16,344;20,627;0,03;1;2,516;101,396;149,958;76,8;
0,263;36,275;36,813;36,621;25,979;35,614;36,232;34,254;72,102;385,345;89,091;226,83;2,2;26,105;254,735;64,181;229,422;0;9;-85,254;9,48;657,211;9,48;0;16,344;20,643;0,03;1;2,516;101,409;150,03;76,8;
0,264;36,274;36,813;36,62;25,975;35,613;36,231;34,251;72,095;385,357;89,102;226,903;2,2;26,109;254,731;64,157;229,338;0;9;-85,074;9,48;656,923;9,48;0;16,344;20,659;0,03;1;2,516;101,421;150,103;76,8;
0,265;36,273;36,813;36,62;25,971;35,612;36,23;34,248;72,089;385,369;89,113;226,974;2,2;26,112;254,726;64,134;229,255;0;9;-84,896;9,48;656,638;9,48;0;16,344;20,676;0,03;1;2,516;101,433;150,174;76,8;
0,266;36,273;36,813;36,62;25,967;35,611;36,229;34,246;72,082;385,381;89,124;227,046;2,2;26,116;254,721;64,111;229,173;0;9;-84,719;9,48;656,354;9,48;0;16,344;20,692;0,03;1;2,516;101,444;150,246;76,8;
0,267;36,272;36,813;36,619;25,963;35,611;36,228;34,243;72,075;385,392;89,135;227,116;2,2;26,119;254,715;64,088;229,091;0;9;-84,543;9,48;656,072;9,48;0;16,344;20,708;0,03;1;2,516;101,456;150,316;76,8;
0,268;36,272;36,812;36,619;25,96;35,61;36,227;34,24;72,069;385,404;89,146;227,187;2,2;26,122;254,709;64,065;229,009;0;9;-84,369;9,48;655,792;9,48;0;16,344;20,725;0,03;1;2,516;101,468;150,387;76,8;
0,269;36,271;36,812;36,619;25,956;35,609;36,226;34,238;72,062;385,416;89,157;227,257;2,2;26,126;254,703;64,043;228,928;0;9;-84,195;9,48;655,514;9,48;0;16,344;20,741;0,03;1;2,516;101,48;150,457;76,8;
0,27;36,27;36,812;36,618;25,952;35,608;36,225;34,235;72,055;385,427;89,168;227,326;2,2;26,129;254,697;64,02;228,848;0;9;-84,023;9,48;655,238;9,48;0;16,344;20,757;0,03;1;2,516;101,491;150,526;76,8;
0,271;36,27;36,812;36,618;25,948;35,608;36,224;34,233;72,048;385,439;89,179;227,395;2,2;26,132;254,69;63,998;228,768;0;9;-83,851;9,48;654,964;9,48;0;16,344;20,774;0,03;1;2,516;101,503;150,595;76,8;
0,272;36,269;36,811;36,618;25,945;35,607;36,222;34,23;72,041;385,45;89,19;227,464;2,2;26,136;254,683;63,976;228,689;0;9;-83,681;9,48;654,691;9,48;0;16,344;20,79;0,03;1;2,516;101,514;150,664;76,8;
0,273;36,269;36,811;36,617;25,941;35,606;36,221;34,228;72,035;385,462;89,201;227,532;2,2;26,139;254,676;63,954;228,61;0;9;-83,512;9,48;654,42;9,48;0;16,344;20,806;0,03;1;2,516;101,525;150,732;76,8;
0,274;36,268;36,811;36,617;25,937;35,605;36,22;34,225;72,028;385,473;89,212;227,6;2,2;26,142;254,668;63,932;228,531;0;9;-83,344;9,48;654,151;9,48;0;16,344;20,823;0,03;1;2,516;101,537;150,8;76,8;
0,275;36,267;36,811;36,617;25,934;35,605;36,219;34,223;72,021;385,484;89,223;227,668;2,2;26,145;254,66;63,91;228,454;0;9;-83,177;9,48;653,884;9,48;0;16,344;20,839;0,03;1;2,516;101,548;150,868;76,8;
0,276;36,267;36,81;36,616;25,93;35,604;36,218;34,22;72,014;385,495;89,235;227,735;2,2;26,148;254,651;63,888;228,376;0;9;-83,011;9,48;653,618;9,48;0;16,344;20,856;0,03;1;2,516;101,559;150,935;76,8;
0,277;36,266;36,81;36,616;25,927;35,603;36,217;34,218;72,007;385,506;89,246;227,801;2,2;26,152;254,643;63,867;228,3;0;9;-82,846;9,48;653,354;9,48;0;16,344;20,872;0,03;1;2,516;101,57;151,001;76,8;
0,278;36,266;36,81;36,616;25,923;35,602;36,216;34,215;72;385,517;89,257;227,867;2,2;26,155;254,634;63,845;228,223;0;9;-82,682;9,48;653,092;9,48;0;16,344;20,888;0,03;1;2,516;101,581;151,067;76,8;
0,279;36,265;36,81;36,615;25,919;35,602;36,214;34,213;71,993;385,528;89,268;227,933;2,2;26,158;254,625;63,824;228,147;0;9;-82,519;9,48;652,831;9,48;0;16,344;20,905;0,03;1;2,516;101,592;151,133;76,8;
0,28;36,264;36,809;36,615;25,916;35,601;36,213;34,21;71,986;385,539;89,28;227,999;2,2;26,161;254,615;63,803;228,072;0;9;-82,357;9,48;652,572;9,48;0;16,344;20,921;0,03;1;2,516;101,603;151,199;76,8;
0,281;36,264;36,809;36,615;25,912;35,6;36,212;34,208;71,979;385,55;89,291;228,064;2,2;26,164;254,606;63,782;227,997;0;9;-82,196;9,48;652,315;9,48;0;16,344;20,937;0,03;1;2,516;101,614;151,264;76,8;
0,282;36,263;36,809;36,614;25,909;35,599;36,211;34,205;71,972;385,561;89,302;228,129;2,2;26,167;254,596;63,761;227,923;0;9;-82,036;9,48;652,059;9,48;0;16,344;20,954;0,03;1;2,516;101,625;151,329;76,8;
0,283;36,263;36,809;36,614;25,906;35,599;36,21;34,203;71,964;385,572;89,314;228,193;2,2;26,17;254,585;63,741;227,849;0;9;-81,877;9,48;651,804;9,48;0;16,344;20,97;0,03;1;2,516;101,635;151,393;76,8;
0,284;36,262;36,808;36,614;25,902;35,598;36,209;34,201;71,957;385,582;89,325;228,257;2,2;26,173;254,575;63,72;227,775;0;9;-81,719;9,48;651,552;9,48;0;16,344;20,986;0,03;1;2,516;101,646;151,457;76,8;
0,285;36,262;36,808;36,613;25,899;35,597;36,208;34,198;71,95;385,593;89,337;228,321;2,2;26,175;254,564;63,7;227,702;0;9;-81,562;9,48;651,301;9,48;0;16,344;21,003;0,03;1;2,516;101,657;151,521;76,8;
0,286;36,261;36,808;36,613;25,895;35,596;36,206;34,196;71,943;385,603;89,348;228,384;2,2;26,178;254,553;63,679;227,629;0;9;-81,405;9,48;651,051;9,48;0;16,344;21,019;0,03;1;2,516;101,667;151,584;76,8;
0,287;36,261;36,808;36,612;25,892;35,596;36,205;34,194;71,935;385,614;89,359;228,447;2,2;26,181;254,542;63,659;227,557;0;9;-81,25;9,48;650,803;9,48;0;16,344;21,035;0,03;1;2,516;101,678;151,647;76,8;
0,288;36,26;36,807;36,612;25,889;35,595;36,204;34,191;71,928;385,624;89,371;228,51;2,2;26,184;254,53;63,639;227,485;0;9;-81,095;9,48;650,556;9,48;0;16,344;21,052;0,03;1;2,516;101,688;151,71;76,8;
0,289;36,259;36,807;36,612;25,885;35,594;36,203;34,189;71,921;385,635;89,383;228,572;2,2;26,187;254,519;63,619;227,414;0;9;-80,942;9,48;650,311;9,48;0;16,344;21,068;0,03;1;2,516;101,699;151,772;76,8;
0,29;36,259;36,807;36,611;25,882;35,593;36,202;34,187;71,913;385,645;89,394;228,634;2,2;26,19;254,507;63,599;227,343;0;9;-80,789;9,48;650,067;9,48;0;16,344;21,084;0,03;1;2,516;101,709;151,834;76,8;
0,291;36,258;36,806;36,611;25,879;35,593;36,201;34,185;71,906;385,655;89,406;228,696;2,2;26,192;254,495;63,579;227,273;0;9;-80,637;9,48;649,825;9,48;0;16,344;21,101;0,03;1;2,516;101,719;151,896;76,8;
0,292;36,258;36,806;36,611;25,875;35,592;36,2;34,182;71,899;385,666;89,417;228,758;2,2;26,195;254,482;63,56;227,202;0;9;-80,486;9,48;649,584;9,48;0;16,344;21,117;0,03;1;2,516;101,729;151,958;76,8;
0,293;36,257;36,806;36,61;25,872;35,591;36,198;34,18;71,891;385,676;89,429;228,819;2,2;26,198;254,47;63,54;227,133;0;9;-80,335;9,48;649,345;9,48;0;16,344;21,133;0,03;1;2,516;101,74;152,019;76,8;
0,294;36,257;36,806;36,61;25,869;35,59;36,197;34,178;71,884;385,686;89,441;228,879;2,2;26,2;254,457;63,521;227,064;0;9;-80,186;9,48;649,106;9,48;0;16,344;21,15;0,03;1;2,516;101,75;152,079;76,8;
0,295;36,256;36,805;36,609;25,866;35,59;36,196;34,176;71,876;385,696;89,452;228,94;2,2;26,203;254,444;63,502;226,995;0;9;-80,037;9,48;648,87;9,48;0;16,344;21,166;0,03;1;2,516;101,76;152,14;76,8;
0,296;36,256;36,805;36,609;25,862;35,589;36,195;34,173;71,868;385,706;89,464;229;2,2;26,206;254,431;63,483;226,926;0;9;-79,889;9,48;648,634;9,48;0;16,344;21,182;0,03;1;2,516;101,77;152,2;76,8;
0,297;36,255;36,805;36,609;25,859;35,588;36,194;34,171;71,861;385,716;89,476;229,06;2,2;26,208;254,417;63,464;226,858;0;9;-79,742;9,48;648,4;9,48;0;16,344;21,199;0,03;1;2,516;101,78;152,26;76,8;
0,298;36,255;36,805;36,608;25,856;35,587;36,193;34,169;71,853;385,726;89,488;229,12;2,2;26,211;254,404;63,445;226,79;0;9;-79,596;9,48;648,168;9,48;0;16,344;21,215;0,03;1;2,516;101,79;152,32;76,8;
0,299;36,254;36,804;36,608;25,853;35,587;36,191;34,167;71,846;385,736;89,499;229,179;2,2;26,213;254,39;63,426;226,723;0;9;-79,451;9,48;647,936;9,48;0;16,344;21,231;0,03;1;2,516;101,8;152,379;76,8;
0,3;36,254;36,804;36,608;25,85;35,586;36,19;34,165;71,838;385,746;89,511;229,238;2,2;26,216;254,376;63,407;226,656;0;9;-79,306;9,48;647,706;9,48;0;16,344;21,248;0,03;1;2,516;101,809;152,438;76,8;
0,301;36,253;36,804;36,607;25,847;35,585;36,189;34,163;71,83;385,755;89,523;229,297;2,2;26,219;254,362;63,388;226,589;0;9;-79,162;9,48;647,478;9,48;0;16,344;21,264;0,03;1;2,516;101,819;152,497;76,8;
0,302;36,253;36,804;36,607;25,844;35,584;36,188;34,16;71,823;385,765;89,535;229,356;2,2;26,221;254,348;63,37;226,523;0;9;-79,018;9,48;647,25;9,48;0;16,344;21,28;0,03;1;2,516;101,829;152,556;76,8;
0,303;36,252;36,803;36,606;25,84;35,584;36,187;34,158;71,815;385,775;89,547;229,414;2,2;26,224;254,333;63,351;226,457;0;9;-78,876;9,48;647,024;9,48;0;16,344;21,297;0,03;1;2,516;101,839;152,614;76,8;
0,304;36,251;36,803;36,606;25,837;35,583;36,186;34,156;71,807;385,784;89,559;229,472;2,2;26,226;254,318;63,333;226,392;0;9;-78,734;9,48;646,799;9,48;0;16,344;21,313;0,03;1;2,516;101,848;152,672;76,8;
0,305;36,251;36,803;36,606;25,834;35,582;36,184;34,154;71,799;385,794;89,571;229,53;2,2;26,228;254,304;63,315;226,327;0;9;-78,593;9,48;646,575;9,48;0;16,344;21,33;0,03;1;2,516;101,858;152,73;76,8;
0,306;36,25;36,802;36,605;25,831;35,582;36,183;34,152;71,791;385,804;89,583;229,587;2,2;26,231;254,289;63,297;226,262;0;9;-78,452;9,48;646,353;9,48;0;16,344;21,346;0,03;1;2,516;101,867;152,787;76,8;
0,307;36,25;36,802;36,605;25,828;35,581;36,182;34,15;71,783;385,813;89,595;229,645;2,2;26,233;254,273;63,279;226,198;0;9;-78,313;9,48;646,131;9,48;0;16,344;21,362;0,03;1;2,516;101,877;152,845;76,8;
0,308;36,249;36,802;36,604;25,825;35,58;36,181;34,148;71,776;385,823;89,607;229,702;2,2;26,236;254,258;63,261;226,133;0;9;-78,174;9,48;645,911;9,48;0;16,344;21,379;0,03;1;2,516;101,886;152,902;76,8;
0,309;36,249;36,802;36,604;25,822;35,579;36,18;34,146;71,768;385,832;89,619;229,758;2,2;26,238;254,243;63,243;226,07;0;9;-78,035;9,48;645,692;9,48;0;16,344;21,395;0,03;1;2,516;101,896;152,958;76,8;
0,31;36,248;36,801;36,604;25,819;35,579;36,179;34,144;71,76;385,842;89,631;229,815;2,2;26,24;254,227;63,225;226,006;0;9;-77,898;9,48;645,475;9,48;0;16,344;21,411;0,03;1;2,516;101,905;153,015;76,8;
0,311;36,248;36,801;36,603;25,816;35,578;36,177;34,142;71,752;385,851;89,643;229,871;2,2;26,243;254,211;63,208;225,943;0;9;-77,761;9,48;645,258;9,48;0;16,344;21,428;0,03;1;2,516;101,915;153,071;76,8;
0,312;36,247;36,801;36,603;25,813;35,577;36,176;34,14;71,744;385,86;89,655;229,927;2,2;26,245;254,195;63,19;225,88;0;9;-77,624;9,48;645,043;9,48;0;16,344;21,444;0,03;1;2,516;101,924;153,127;76,8;
0,313;36,247;36,8;36,602;25,811;35,576;36,175;34,138;71,736;385,87;89,668;229,983;2,2;26,247;254,179;63,173;225,818;0;9;-77,488;9,48;644,828;9,48;0;16,344;21,46;0,03;1;2,516;101,933;153,183;76,8;
0,314;36,246;36,8;36,602;25,808;35,576;36,174;34,136;71,728;385,879;89,68;230,039;2,2;26,249;254,163;63,155;225,756;0;9;-77,353;9,48;644,615;9,48;0;16,344;21,477;0,03;1;2,516;101,943;153,239;76,8;
0,315;36,246;36,8;36,602;25,805;35,575;36,173;34,134;71,72;385,888;89,692;230,094;2,2;26,252;254,147;63,138;225,694;0;9;-77,219;9,48;644,403;9,48;0;16,344;21,493;0,03;1;2,516;101,952;153,294;76,8;
0,316;36,245;36,8;36,601;25,802;35,574;36,172;34,132;71,711;385,897;89,704;230,15;2,2;26,254;254,13;63,121;225,633;0;9;-77,085;9,48;644,192;9,48;0;16,344;21,509;0,03;1;2,516;101,961;153,35;76,8;
0,317;36,245;36,799;36,601;25,799;35,574;36,17;34,13;71,703;385,906;89,717;230,205;2,2;26,256;254,114;63,104;225,572;0;9;-76,952;9,48;643,983;9,48;0;16,344;21,526;0,03;1;2,516;101,97;153,405;76,8;
0,318;36,244;36,799;36,6;25,796;35,573;36,169;34,128;71,695;385,916;89,729;230,259;2,2;26,258;254,097;63,087;225,511;0;9;-76,819;9,48;643,774;9,48;0;16,344;21,542;0,03;1;2,516;101,979;153,459;76,8;
0,319;36,244;36,799;36,6;25,793;35,572;36,168;34,126;71,687;385,925;89,741;230,314;2,2;26,26;254,08;63,07;225,45;0;9;-76,687;9,48;643,566;9,48;0;16,344;21,558;0,03;1;2,516;101,988;153,514;76,8;
0,32;36,243;36,798;36,6;25,79;35,571;36,167;34,124;71,679;385,934;89,754;230,368;2,2;26,263;254,063;63,053;225,39;0;9;-76,556;9,48;643,36;9,48;0;16,344;21,575;0,03;1;2,516;101,997;153,568;76,8;
0,321;36,243;36,798;36,599;25,788;35,571;36,166;34,122;71,671;385,943;89,766;230,423;2,2;26,265;254,046;63,036;225,33;0;9;-76,425;9,48;643,154;9,48;0;16,344;21,591;0,03;1;2,516;102,007;153,623;76,8;
0,322;36,242;36,798;36,599;25,785;35,57;36,165;34,12;71,662;385,952;89,779;230,477;2,2;26,267;254,029;63,019;225,271;0;9;-76,294;9,48;642,949;9,48;0;16,344;21,607;0,03;1;2,516;102,015;153,677;76,8;
0,323;36,242;36,798;36,598;25,782;35,569;36,163;34,119;71,654;385,961;89,791;230,53;2,2;26,269;254,012;63,003;225,211;0;9;-76,165;9,48;642,746;9,48;0;16,344;21,624;0,03;1;2,516;102,024;153,73;76,8;
0,324;36,241;36,797;36,598;25,779;35,568;36,162;34,117;71,646;385,97;89,804;230,584;2,2;26,271;253,995;62,986;225,152;0;9;-76,036;9,48;642,543;9,48;0;16,344;21,64;0,03;1;2,516;102,033;153,784;76,8;
0,325;36,241;36,797;36,598;25,776;35,568;36,161;34,115;71,637;385,978;89,816;230,637;2,2;26,273;253,977;62,97;225,094;0;9;-75,907;9,48;642,342;9,48;0;16,344;21,656;0,03;1;2,516;102,042;153,837;76,8;
0,326;36,24;36,797;36,597;25,774;35,567;36,16;34,113;71,629;385,987;89,829;230,691;2,2;26,275;253,959;62,954;225,035;0;9;-75,779;9,48;642,142;9,48;0;16,344;21,673;0,03;1;2,516;102,051;153,891;76,8;
0,327;36,24;36,796;36,597;25,771;35,566;36,159;34,111;71,621;385,996;89,841;230,744;2,2;26,277;253,942;62,937;224,977;0;9;-75,651;9,48;641,942;9,48;0;16,344;21,689;0,03;1;2,516;102,06;153,944;76,8;
0,328;36,239;36,796;36,596;25,768;35,566;36,158;34,109;71,612;386,005;89,854;230,797;2,2;26,279;253,924;62,921;224,919;0;9;-75,525;9,48;641,744;9,48;0;16,344;21,705;0,03;1;2,516;102,069;153,997;76,8;
0,329;36,239;36,796;36,596;25,766;35,565;36,156;34,107;71,604;386,014;89,866;230,849;2,2;26,281;253,906;62,905;224,861;0;9;-75,398;9,48;641,546;9,48;0;16,344;21,722;0,03;1;2,516;102,078;154,049;76,8;
0,33;36,238;36,795;36,595;25,763;35,564;36,155;34,106;71,595;386,022;89,879;230,902;2,2;26,283;253,888;62,889;224,804;0;9;-75,272;9,48;641,35;9,48;0;16,344;21,738;0,03;1;2,516;102,086;154,102;76,8;
0,331;36,238;36,795;36,595;25,76;35,563;36,154;34,104;71,587;386,031;89,892;230,954;2,2;26,285;253,87;62,873;224,747;0;9;-75,147;9,48;641,154;9,48;0;16,344;21,754;0,03;1;2,516;102,095;154,154;76,8;
0,332;36,238;36,795;36,595;25,758;35,563;36,153;34,102;71,578;386,04;89,904;231,006;2,2;26,287;253,852;62,857;224,69;0;9;-75,022;9,48;640,959;9,48;0;16,344;21,771;0,03;1;2,516;102,104;154,206;76,8;
0,333;36,237;36,795;36,594;25,755;35,562;36,152;34,1;71,57;386,049;89,917;231,059;2,2;26,289;253,833;62,841;224,634;0;9;-74,898;9,48;640,766;9,48;0;16,344;21,787;0,03;1;2,516;102,112;154,259;76,8;
0,334;36,237;36,794;36,594;25,752;35,561;36,151;34,099;71,561;386,057;89,93;231,11;2,2;26,291;253,815;62,826;224,578;0;9;-74,774;9,48;640,573;9,48;0;16,344;21,804;0,03;1;2,516;102,121;154,31;76,8;
0,335;36,236;36,794;36,593;25,75;35,561;36,15;34,097;71,553;386,066;89,943;231,162;2,2;26,293;253,797;62,81;224,522;0;9;-74,65;9,48;640,381;9,48;0;16,344;21,82;0,03;1;2,516;102,13;154,362;76,8;
0,336;36,236;36,794;36,593;25,747;35,56;36,148;34,095;71,544;386,074;89,955;231,214;2,2;26,295;253,778;62,794;224,466;0;9;-74,528;9,48;640,19;9,48;0;16,344;21,836;0,03;1;2,516;102,138;154,414;76,8;
0,337;36,235;36,793;36,592;25,744;35,559;36,147;34,093;71,536;386,083;89,968;231,265;2,2;26,297;253,759;62,779;224,41;0;9;-74,405;9,48;640;9,48;0;16,344;21,853;0,03;1;2,516;102,147;154,465;76,8;
0,338;36,235;36,793;36,592;25,742;35,558;36,146;34,092;71,527;386,091;89,981;231,316;2,2;26,299;253,741;62,763;224,355;0;9;-74,283;9,48;639,811;9,48;0;16,344;21,869;0,03;1;2,516;102,155;154,516;76,8;
0,339;36,234;36,793;36,592;25,739;35,558;36,145;34,09;71,518;386,1;89,994;231,367;2,2;26,3;253,722;62,748;224,3;0;9;-74,162;9,48;639,623;9,48;0;16,344;21,885;0,03;1;2,516;102,164;154,567;76,8;
0,34;36,234;36,792;36,591;25,737;35,557;36,144;34,088;71,51;386,108;90,007;231,418;2,2;26,302;253,703;62,733;224,246;0;9;-74,041;9,48;639,435;9,48;0;16,344;21,902;0,03;1;2,516;102,172;154,618;76,8;
0,341;36,233;36,792;36,591;25,734;35,556;36,143;34,086;71,501;386,117;90,02;231,469;2,2;26,304;253,684;62,717;224,191;0;9;-73,92;9,48;639,249;9,48;0;16,344;21,918;0,03;1;2,516;102,181;154,669;76,8;
0,342;36,233;36,792;36,59;25,731;35,556;36,141;34,085;71,492;386,125;90,033;231,52;2,2;26,306;253,665;62,702;224,137;0;9;-73,8;9,48;639,063;9,48;0;16,344;21,934;0,03;1;2,516;102,189;154,72;76,8;
0,343;36,232;36,791;36,59;25,729;35,555;36,14;34,083;71,483;386,134;90,046;231,57;2,2;26,308;253,646;62,687;224,083;0;9;-73,681;9,48;638,879;9,48;0;16,344;21,951;0,03;1;2,516;102,198;154,77;76,8;
0,344;36,232;36,791;36,589;25,726;35,554;36,139;34,081;71,475;386,142;90,059;231,621;2,2;26,309;253,627;62,672;224,029;0;9;-73,562;9,48;638,695;9,48;0;16,344;21,967;0,03;1;2,516;102,206;154,821;76,8;
0,345;36,231;36,791;36,589;25,724;35,553;36,138;34,08;71,466;386,151;90,072;231,671;2,2;26,311;253,608;62,657;223,976;0;9;-73,443;9,48;638,512;9,48;0;16,344;21,983;0,03;1;2,516;102,214;154,871;76,8;
0,346;36,231;36,79;36,589;25,721;35,553;36,137;34,078;71,457;386,159;90,085;231,721;2,2;26,313;253,588;62,642;223,923;0;9;-73,325;9,48;638,329;9,48;0;16,344;22;0,03;1;2,516;102,223;154,921;76,8;
0,347;36,23;36,79;36,588;25,719;35,552;36,136;34,076;71,448;386,167;90,098;231,771;2,2;26,315;253,569;62,627;223,87;0;9;-73,207;9,48;638,148;9,48;0;16,344;22,016;0,03;1;2,516;102,231;154,971;76,8;
0,348;36,23;36,79;36,588;25,716;35,551;36,134;34,075;71,439;386,175;90,111;231,821;2,2;26,316;253,549;62,613;223,817;0;9;-73,089;9,48;637,967;9,48;0;16,344;22,032;0,03;1;2,516;102,239;155,021;76,8;
0,349;36,229;36,789;36,587;25,714;35,551;36,133;34,073;71,43;386,184;90,124;231,871;2,2;26,318;253,53;62,598;223,764;0;9;-72,972;9,48;637,788;9,48;0;16,344;22,049;0,03;1;2,516;102,248;155,071;76,8;
0,35;36,229;36,789;36,587;25,711;35,55;36,132;34,071;71,422;386,192;90,137;231,92;2,2;26,32;253,51;62,583;223,712;0;9;-72,856;9,48;637,609;9,48;0;16,344;22,065;0,03;1;2,516;102,256;155,12;76,8;
0,351;36,228;36,789;36,586;25,709;35,549;36,131;34,07;71,413;386,2;90,15;231,97;2,2;26,321;253,491;62,569;223,66;0;9;-72,74;9,48;637,43;9,48;0;16,344;22,081;0,03;1;2,516;102,264;155,17;76,8;
0,352;36,228;36,788;36,586;25,707;35,548;36,13;34,068;71,404;386,208;90,164;232,019;2,2;26,323;253,471;62,554;223,608;0;9;-72,624;9,48;637,253;9,48;0;16,344;22,098;0,03;1;2,516;102,272;155,219;76,8;
0,353;36,228;36,788;36,585;25,704;35,548;36,129;34,067;71,395;386,217;90,177;232,069;2,2;26,325;253,451;62,54;223,556;0;9;-72,509;9,48;637,076;9,48;0;16,344;22,114;0,03;1;2,516;102,28;155,269;76,8;
0,354;36,227;36,788;36,585;25,702;35,547;36,127;34,065;71,386;386,225;90,19;232,118;2,2;26,326;253,432;62,525;223,505;0;9;-72,394;9,48;636,901;9,48;0;16,344;22,13;0,03;1;2,516;102,289;155,318;76,8;
0,355;36,227;36,787;36,585;25,699;35,546;36,126;34,063;71,377;386,233;90,203;232,167;2,2;26,328;253,412;62,511;223,454;0;9;-72,279;9,48;636,726;9,48;0;16,344;22,147;0,03;1;2,516;102,297;155,367;76,8;
0,356;36,226;36,787;36,584;25,697;35,546;36,125;34,062;71,368;386,241;90,217;232,216;2,2;26,33;253,392;62,497;223,403;0;9;-72,165;9,48;636,551;9,48;0;16,344;22,163;0,03;1;2,516;102,305;155,416;76,8;
0,357;36,226;36,787;36,584;25,694;35,545;36,124;34,06;71,359;386,249;90,23;232,264;2,2;26,331;253,372;62,483;223,352;0;9;-72,051;9,48;636,378;9,48;0;16,344;22,179;0,03;1;2,516;102,313;155,464;76,8;
0,358;36,225;36,786;36,583;25,692;35,544;36,123;34,059;71,35;386,257;90,243;232,313;2,2;26,333;253,352;62,469;223,301;0;9;-71,938;9,48;636,205;9,48;0;16,344;22,196;0,03;1;2,516;102,321;155,513;76,8;
0,359;36,225;36,786;36,583;25,69;35,544;36,122;34,057;71,341;386,265;90,257;232,362;2,2;26,334;253,332;62,454;223,251;0;9;-71,825;9,48;636,033;9,48;0;16,344;22,212;0,03;1;2,516;102,329;155,562;76,8;
0,36;36,224;36,786;36,582;25,687;35,543;36,121;34,056;71,332;386,274;90,27;232,41;2,2;26,336;253,312;62,44;223,201;0;9;-71,712;9,48;635,862;9,48;0;16,344;22,228;0,03;1;2,516;102,337;155,61;76,8;
0,361;36,224;36,785;36,582;25,685;35,542;36,119;34,054;71,322;386,282;90,284;232,459;2,2;26,338;253,292;62,426;223,151;0;9;-71,6;9,48;635,691;9,48;0;16,344;22,245;0,03;1;2,516;102,345;155,659;76,8;
0,362;36,223;36,785;36,581;25,683;35,541;36,118;34,053;71,313;386,29;90,297;232,507;2,2;26,339;253,272;62,413;223,101;0;9;-71,488;9,48;635,521;9,48;0;16,344;22,261;0,03;1;2,516;102,353;155,707;76,8;
0,363;36,223;36,785;36,581;25,68;35,541;36,117;34,051;71,304;386,298;90,31;232,555;2,2;26,341;253,252;62,399;223,052;0;9;-71,376;9,48;635,352;9,48;0;16,344;22,278;0,03;1;2,516;102,361;155,755;76,8;
